game_id,rank_type,rank,best_num_players,not_recommended_num_players,language_dependency,avg_rating,avg_bayes_rating,users_rated,avg_weight,total_owners,updated_at
607,thematic,1214,4,2,Some necessary text - easily memorized or small crib sheet,5.94615,5.60283,840,2.191,1659,2024-01-25 10:08:53
607,strategygames,2416,4,2,Some necessary text - easily memorized or small crib sheet,5.94615,5.60283,840,2.191,1659,2024-01-25 10:08:53
608,boardgame,7963,2,1,No necessary in-game text,6.32708,5.60699,325,2.52,530,2024-01-25 10:08:53
608,abstracts,353,2,1,No necessary in-game text,6.32708,5.60699,325,2.52,530,2024-01-25 10:08:53
609,boardgame,Not Ranked,4,1,No necessary in-game text,5.67241,0,29,1.6667,66,2024-01-25 10:08:53
609,familygames,Not Ranked,4,1,No necessary in-game text,5.67241,0,29,1.6667,66,2024-01-25 10:08:53
610,boardgame,24186,4,1,No necessary in-game text,4.92059,5.47842,68,1.1667,89,2024-01-25 10:08:53
611,boardgame,16920,4,1,Extensive use of text - massive conversion needed to be playable,6.33511,5.51916,47,2.25,76,2024-01-25 10:08:53
611,thematic,1403,4,1,Extensive use of text - massive conversion needed to be playable,6.33511,5.51916,47,2.25,76,2024-01-25 10:08:53
612,boardgame,14388,2,1,No necessary in-game text,5.96139,5.53104,165,1,286,2024-01-25 10:08:53
613,boardgame,20379,2,1,No necessary in-game text,5.68148,5.50484,81,1.8,234,2024-01-25 10:08:53
613,abstracts,1100,2,1,No necessary in-game text,5.68148,5.50484,81,1.8,234,2024-01-25 10:08:53
614,boardgame,7838,2,2+,No necessary in-game text,6.01105,5.61051,811,1.2593,2346,2024-01-25 10:08:53
614,familygames,1970,2,2+,No necessary in-game text,6.01105,5.61051,811,1.2593,2346,2024-01-25 10:08:53
615,boardgame,Not Ranked,2,2+,No necessary in-game text,5.41667,0,18,2,96,2024-01-25 10:08:53
615,abstracts,Not Ranked,2,2+,No necessary in-game text,5.41667,0,18,2,96,2024-01-25 10:08:53
616,boardgame,Not Ranked,6,1,Extensive use of text - massive conversion needed to be playable,6.75,0,20,2,59,2024-01-25 10:08:53
617,boardgame,22437,5,2,No necessary in-game text,5.28125,5.49436,32,1.6667,85,2024-01-25 10:08:53
618,boardgame,10322,2,2+,No necessary in-game text,6.27428,5.5657,276,1.9444,459,2024-01-25 10:08:53
618,cgs,207,2,2+,No necessary in-game text,6.27428,5.5657,276,1.9444,459,2024-01-25 10:08:53
619,boardgame,1635,3,2,No necessary in-game text,6.73836,6.30845,3825,1.8704,5721,2024-01-25 10:08:53
619,strategygames,903,3,2,No necessary in-game text,6.73836,6.30845,3825,1.8704,5721,2024-01-25 10:08:53
619,familygames,485,3,2,No necessary in-game text,6.73836,6.30845,3825,1.8704,5721,2024-01-25 10:08:53
620,boardgame,2209,2,2+,Extensive use of text - massive conversion needed to be playable,7.30931,6.14269,1145,2.7034,1767,2024-01-25 10:08:53
620,wargames,166,2,2+,Extensive use of text - massive conversion needed to be playable,7.30931,6.14269,1145,2.7034,1767,2024-01-25 10:08:53
621,boardgame,5066,4,1,Unplayable in another language,6.567,5.73535,620,1.5208,981,2024-01-25 10:08:53
621,partygames,324,4,1,Unplayable in another language,6.567,5.73535,620,1.5208,981,2024-01-25 10:08:53
622,boardgame,Not Ranked,1,1,No necessary in-game text,5.27761,5.48139,163,1.2105,425,2024-01-25 10:08:53
622,familygames,Not Ranked,1,1,No necessary in-game text,5.27761,5.48139,163,1.2105,425,2024-01-25 10:08:53
623,boardgame,6571,3,1,Moderate in-game text - needs crib sheet or paste ups,6.89711,5.65194,267,2.4571,572,2024-01-25 10:08:53
623,wargames,939,3,1,Moderate in-game text - needs crib sheet or paste ups,6.89711,5.65194,267,2.4571,572,2024-01-25 10:08:53
623,thematic,1006,3,1,Moderate in-game text - needs crib sheet or paste ups,6.89711,5.65194,267,2.4571,572,2024-01-25 10:08:53
624,boardgame,1473,2,1,No necessary in-game text,6.65996,6.37764,8222,1.8352,12702,2024-01-25 10:08:53
624,abstracts,109,2,1,No necessary in-game text,6.65996,6.37764,8222,1.8352,12702,2024-01-25 10:08:53
625,boardgame,16311,1,1,No necessary in-game text,6.06629,5.52184,89,2,126,2024-01-25 10:08:53
626,boardgame,3437,2,6+,Moderate in-game text - needs crib sheet or paste ups,6.72511,5.90401,1190,3.293,2882,2024-01-25 10:08:53
626,wargames,550,2,6+,Moderate in-game text - needs crib sheet or paste ups,6.72511,5.90401,1190,3.293,2882,2024-01-25 10:08:53
627,boardgame,14530,1,1,Moderate in-game text - needs crib sheet or paste ups,6.58309,5.53027,68,2.7059,207,2024-01-25 10:08:53
627,wargames,2686,1,1,Moderate in-game text - needs crib sheet or paste ups,6.58309,5.53027,68,2.7059,207,2024-01-25 10:08:53
629,boardgame,24883,1,1,No necessary in-game text,5.04335,5.46235,164,1.2308,265,2024-01-25 10:08:53
629,abstracts,1367,1,1,No necessary in-game text,5.04335,5.46235,164,1.2308,265,2024-01-25 10:08:53
630,boardgame,13979,3,1,No necessary in-game text,7.10227,5.53362,44,1.5,100,2024-01-25 10:08:53
630,partygames,596,3,1,No necessary in-game text,7.10227,5.53362,44,1.5,100,2024-01-25 10:08:53
631,boardgame,2674,4,1,No necessary in-game text,7.14576,6.03446,1019,1.7767,1135,2024-01-25 10:08:53
631,strategygames,1231,4,1,No necessary in-game text,7.14576,6.03446,1019,1.7767,1135,2024-01-25 10:08:53
631,familygames,775,4,1,No necessary in-game text,7.14576,6.03446,1019,1.7767,1135,2024-01-25 10:08:53
632,boardgame,2759,6,2,No necessary in-game text,6.49172,6.01538,2287,1.1527,2262,2024-01-25 10:08:53
632,familygames,876,6,2,No necessary in-game text,6.49172,6.01538,2287,1.1527,2262,2024-01-25 10:08:53
633,boardgame,19645,5,2,Extensive use of text - massive conversion needed to be playable,5.58091,5.50804,1180,1.4651,2589,2024-01-25 10:08:53
633,partygames,733,5,2,Extensive use of text - massive conversion needed to be playable,5.58091,5.50804,1180,1.4651,2589,2024-01-25 10:08:53
633,familygames,2842,5,2,Extensive use of text - massive conversion needed to be playable,5.58091,5.50804,1180,1.4651,2589,2024-01-25 10:08:53
634,boardgame,2332,4,2,No necessary in-game text,6.5008,6.1139,3613,1.7235,4749,2024-01-25 10:08:53
634,familygames,747,4,2,No necessary in-game text,6.5008,6.1139,3613,1.7235,4749,2024-01-25 10:08:53
635,boardgame,3194,6,1,Some necessary text - easily memorized or small crib sheet,6.40455,5.94232,1992,1.1801,2396,2024-01-25 10:08:53
635,familygames,1011,6,1,Some necessary text - easily memorized or small crib sheet,6.40455,5.94232,1992,1.1801,2396,2024-01-25 10:08:53
636,boardgame,Not Ranked,4,1,No necessary in-game text,6.30526,0,19,2,43,2024-01-25 10:08:53
637,boardgame,7054,10,2,Some necessary text - easily memorized or small crib sheet,6.89967,5.63395,228,2.1364,292,2024-01-25 10:08:53
637,strategygames,2166,10,2,Some necessary text - easily memorized or small crib sheet,6.89967,5.63395,228,2.1364,292,2024-01-25 10:08:53
638,boardgame,2396,2,1,No necessary in-game text,6.48662,6.09838,3432,2.0479,5413,2024-01-25 10:08:53
638,strategygames,1232,2,1,No necessary in-game text,6.48662,6.09838,3432,2.0479,5413,2024-01-25 10:08:53
639,boardgame,5677,4,2,Moderate in-game text - needs crib sheet or paste ups,6.83922,5.69569,348,3.8163,599,2024-01-25 10:08:53
639,strategygames,1962,4,2,Moderate in-game text - needs crib sheet or paste ups,6.83922,5.69569,348,3.8163,599,2024-01-25 10:08:53
642,boardgame,11218,4,1,Unplayable in another language,6.07179,5.555,269,1.3684,669,2024-01-25 10:08:53
642,partygames,569,4,1,Unplayable in another language,6.07179,5.555,269,1.3684,669,2024-01-25 10:08:53
643,boardgame,11552,2,1,No necessary in-game text,6.26119,5.55129,143,2.2,287,2024-01-25 10:08:53
643,cgs,158,2,1,No necessary in-game text,6.26119,5.55129,143,2.2,287,2024-01-25 10:08:53
644,boardgame,13442,4,1,No necessary in-game text,5.69878,5.53674,427,1.4681,776,2024-01-25 10:08:53
644,familygames,2453,4,1,No necessary in-game text,5.69878,5.53674,427,1.4681,776,2024-01-25 10:08:53
645,boardgame,13270,2,1,No necessary in-game text,5.79652,5.53786,376,2.0968,776,2024-01-25 10:08:53
645,abstracts,853,2,1,No necessary in-game text,5.79652,5.53786,376,2.0968,776,2024-01-25 10:08:53
646,boardgame,24835,4,1,Some necessary text - easily memorized or small crib sheet,4.57282,5.46365,71,1.5,149,2024-01-25 10:08:53
647,boardgame,12652,1,1,No necessary in-game text,6.41981,5.54183,106,2.8333,231,2024-01-25 10:08:53
648,boardgame,25028,1,1,No necessary in-game text,4.41,5.45663,80,2.1,222,2024-01-25 10:08:53
649,boardgame,16501,5,1,Some necessary text - easily memorized or small crib sheet,5.97459,5.52103,122,2.1667,324,2024-01-25 10:08:53
650,boardgame,17416,4,1,Extensive use of text - massive conversion needed to be playable,5.97382,5.51713,89,1.625,203,2024-01-25 10:08:53
650,thematic,1410,4,1,Extensive use of text - massive conversion needed to be playable,5.97382,5.51713,89,1.625,203,2024-01-25 10:08:53
651,boardgame,4396,4,2,No necessary in-game text,6.48259,5.79179,888,1.25,1491,2024-01-25 10:08:53
651,familygames,1295,4,2,No necessary in-game text,6.48259,5.79179,888,1.25,1491,2024-01-25 10:08:53
652,boardgame,21113,1,1,No necessary in-game text,5.59524,5.50153,42,2.3333,114,2024-01-25 10:08:53
653,boardgame,22613,3,2,No necessary in-game text,5.41835,5.49317,115,1.1667,290,2024-01-25 10:08:53
655,boardgame,4713,3,5,Moderate in-game text - needs crib sheet or paste ups,6.1026,5.76172,1700,1.9048,2409,2024-01-25 10:08:53
655,familygames,1439,3,5,Moderate in-game text - needs crib sheet or paste ups,6.1026,5.76172,1700,1.9048,2409,2024-01-25 10:08:53
657,boardgame,17246,6,1,No necessary in-game text,5.8562,5.51781,129,1.0833,191,2024-01-25 10:08:53
660,boardgame,15457,3,1,No necessary in-game text,6.0797,5.52577,101,1,161,2024-01-25 10:08:53
661,boardgame,7482,3,1,No necessary in-game text,6.23094,5.62046,416,1.5909,753,2024-01-25 10:08:53
661,familygames,1864,3,1,No necessary in-game text,6.23094,5.62046,416,1.5909,753,2024-01-25 10:08:53
663,boardgame,23117,1,1,No necessary in-game text,4.83548,5.48946,31,1,69,2024-01-25 10:08:53
664,boardgame,Not Ranked,1,1,No necessary in-game text,4.4,0,5,0,25,2024-01-25 10:08:53
664,abstracts,Not Ranked,1,1,No necessary in-game text,4.4,0,5,0,25,2024-01-25 10:08:53
665,boardgame,12090,4,1,No necessary in-game text,6.68851,5.54631,87,1.0833,77,2024-01-25 10:08:53
665,childrensgames,178,4,1,No necessary in-game text,6.68851,5.54631,87,1.0833,77,2024-01-25 10:08:53
666,boardgame,18317,4,1,No necessary in-game text,6.39118,5.51345,34,1,99,2024-01-25 10:08:53
667,boardgame,Not Ranked,1,1,No necessary in-game text,5.83333,0,6,3,9,2024-01-25 10:08:53
668,boardgame,6267,3,5,No necessary in-game text,6.56391,5.66545,366,2.0811,476,2024-01-25 10:08:53
668,strategygames,2022,3,5,No necessary in-game text,6.56391,5.66545,366,2.0811,476,2024-01-25 10:08:53
669,boardgame,6729,6,1,Some necessary text - easily memorized or small crib sheet,6.22386,5.64536,703,1.3867,918,2024-01-25 10:08:54
669,thematic,1069,6,1,Some necessary text - easily memorized or small crib sheet,6.22386,5.64536,703,1.3867,918,2024-01-25 10:08:54
670,boardgame,3653,2,1,Moderate in-game text - needs crib sheet or paste ups,6.5789,5.87571,1265,3.0845,3855,2024-01-25 10:08:54
670,wargames,673,2,1,Moderate in-game text - needs crib sheet or paste ups,6.5789,5.87571,1265,3.0845,3855,2024-01-25 10:08:54
671,boardgame,9278,2,2+,Moderate in-game text - needs crib sheet or paste ups,6.41089,5.5811,235,2.9677,871,2024-01-25 10:08:54
671,wargames,1675,2,2+,Moderate in-game text - needs crib sheet or paste ups,6.41089,5.5811,235,2.9677,871,2024-01-25 10:08:54
673,boardgame,9476,4,1,Moderate in-game text - needs crib sheet or paste ups,6.34953,5.57777,215,2.3182,477,2024-01-25 10:08:54
673,strategygames,2413,4,1,Moderate in-game text - needs crib sheet or paste ups,6.34953,5.57777,215,2.3182,477,2024-01-25 10:08:54
674,boardgame,23510,2,1,No necessary in-game text,5.32843,5.48615,102,2.7778,296,2024-01-25 10:08:54
674,wargames,4100,2,1,No necessary in-game text,5.32843,5.48615,102,2.7778,296,2024-01-25 10:08:54
675,boardgame,23080,2,2+,No necessary in-game text,5.31375,5.48978,80,2,225,2024-01-25 10:08:54
675,abstracts,1266,2,2+,No necessary in-game text,5.31375,5.48978,80,2,225,2024-01-25 10:08:54
676,boardgame,23106,4,1,No necessary in-game text,4.68129,5.48956,31,1,62,2024-01-25 10:08:54
677,boardgame,25715,8,1,Unplayable in another language,4.36848,5.17676,749,1.1957,2174,2024-01-25 10:08:54
677,partygames,865,8,1,Unplayable in another language,4.36848,5.17676,749,1.1957,2174,2024-01-25 10:08:54
678,boardgame,Not Ranked,1,1,No necessary in-game text,4.82325,0,4,3,35,2024-01-25 10:08:54
679,boardgame,11309,4,1,Some necessary text - easily memorized or small crib sheet,6.24307,5.55386,199,1.8824,342,2024-01-25 10:08:54
680,boardgame,16793,4,1,No necessary in-game text,5.74499,5.51979,359,2.16,996,2024-01-25 10:08:54
680,thematic,1449,4,1,No necessary in-game text,5.74499,5.51979,359,2.16,996,2024-01-25 10:08:54
680,strategygames,2727,4,1,No necessary in-game text,5.74499,5.51979,359,2.16,996,2024-01-25 10:08:54
681,boardgame,1090,2,1,No necessary in-game text,6.88246,6.55468,7692,1.9029,12669,2024-01-25 10:08:54
681,abstracts,69,2,1,No necessary in-game text,6.88246,6.55468,7692,1.9029,12669,2024-01-25 10:08:54
683,boardgame,Not Ranked,2,1,No necessary in-game text,6.38889,0,9,0,31,2024-01-25 10:08:54
683,abstracts,Not Ranked,2,1,No necessary in-game text,6.38889,0,9,0,31,2024-01-25 10:08:54
684,boardgame,21855,4,2,Some necessary text - easily memorized or small crib sheet,5.55372,5.49779,646,1.4583,1582,2024-01-25 10:08:54
684,familygames,2833,4,2,Some necessary text - easily memorized or small crib sheet,5.55372,5.49779,646,1.4583,1582,2024-01-25 10:08:54
685,boardgame,12642,2,1,No necessary in-game text,6.75304,5.54192,69,1.8571,122,2024-01-25 10:08:54
685,abstracts,546,2,1,No necessary in-game text,6.75304,5.54192,69,1.8571,122,2024-01-25 10:08:54
686,boardgame,4928,4,3,No necessary in-game text,6.76713,5.74556,499,2.3421,995,2024-01-25 10:08:54
686,strategygames,1794,4,3,No necessary in-game text,6.76713,5.74556,499,2.3421,995,2024-01-25 10:08:54
687,boardgame,11891,2,1,No necessary in-game text,6.1675,5.54803,160,2.4737,360,2024-01-25 10:08:54
687,abstracts,541,2,1,No necessary in-game text,6.1675,5.54803,160,2.4737,360,2024-01-25 10:08:54
688,boardgame,17575,2,2+,Moderate in-game text - needs crib sheet or paste ups,5.94943,5.51649,87,2.5,538,2024-01-25 10:08:54
688,wargames,3445,2,2+,Moderate in-game text - needs crib sheet or paste ups,5.94943,5.51649,87,2.5,538,2024-01-25 10:08:54
689,boardgame,Not Ranked,1,1,No necessary in-game text,8,0,1,0,9,2024-01-25 10:08:54
690,boardgame,14132,2,2+,Moderate in-game text - needs crib sheet or paste ups,6.42539,5.53267,102,2.4211,519,2024-01-25 10:08:54
690,wargames,2696,2,2+,Moderate in-game text - needs crib sheet or paste ups,6.42539,5.53267,102,2.4211,519,2024-01-25 10:08:54
691,boardgame,2629,5,1,No necessary in-game text,6.65294,6.04249,1814,2.7792,2331,2024-01-25 10:08:54
691,strategygames,1238,5,1,No necessary in-game text,6.65294,6.04249,1814,2.7792,2331,2024-01-25 10:08:54
692,boardgame,3181,2,5,Some necessary text - easily memorized or small crib sheet,6.72993,5.94477,1228,2.6558,2108,2024-01-25 10:08:54
692,wargames,533,2,5,Some necessary text - easily memorized or small crib sheet,6.72993,5.94477,1228,2.6558,2108,2024-01-25 10:08:54
695,boardgame,15802,2,1,No necessary in-game text,6.24923,5.52425,65,1.8333,135,2024-01-25 10:08:54
695,abstracts,697,2,1,No necessary in-game text,6.24923,5.52425,65,1.8333,135,2024-01-25 10:08:54
696,boardgame,5356,6,1,Extensive use of text - massive conversion needed to be playable,6.27916,5.71547,828,1.3191,1397,2024-01-25 10:08:54
696,partygames,403,6,1,Extensive use of text - massive conversion needed to be playable,6.27916,5.71547,828,1.3191,1397,2024-01-25 10:08:54
697,boardgame,6112,4,2,No necessary in-game text,6.25559,5.67306,629,1.913,1743,2024-01-25 10:08:54
697,familygames,1682,4,2,No necessary in-game text,6.25559,5.67306,629,1.913,1743,2024-01-25 10:08:54
698,boardgame,25474,4,1,Some necessary text - easily memorized or small crib sheet,4.63074,5.41219,212,1.1538,368,2024-01-25 10:08:54
698,thematic,1578,4,1,Some necessary text - easily memorized or small crib sheet,4.63074,5.41219,212,1.1538,368,2024-01-25 10:08:54
699,boardgame,651,5,1,Extensive use of text - massive conversion needed to be playable,7.19623,6.82995,13437,2.1394,23340,2024-01-25 10:08:54
699,thematic,190,5,1,Extensive use of text - massive conversion needed to be playable,7.19623,6.82995,13437,2.1394,23340,2024-01-25 10:08:54
700,boardgame,3615,2,1,Some necessary text - easily memorized or small crib sheet,6.33381,5.87975,2407,1.8681,4509,2024-01-25 10:08:54
700,wargames,1485,2,1,Some necessary text - easily memorized or small crib sheet,6.33381,5.87975,2407,1.8681,4509,2024-01-25 10:08:54
701,boardgame,1786,2,2+,No necessary in-game text,7.07176,6.26381,2017,2.629,4140,2024-01-25 10:08:54
701,wargames,208,2,2+,No necessary in-game text,7.07176,6.26381,2017,2.629,4140,2024-01-25 10:08:54
702,boardgame,12046,4,1,Some necessary text - easily memorized or small crib sheet,6.02446,5.5467,233,2.0526,458,2024-01-25 10:08:54
702,thematic,1296,4,1,Some necessary text - easily memorized or small crib sheet,6.02446,5.5467,233,2.0526,458,2024-01-25 10:08:54
703,boardgame,11420,2,2+,Moderate in-game text - needs crib sheet or paste ups,6.89261,5.55262,88,3,503,2024-01-25 10:08:54
703,wargames,1883,2,2+,Moderate in-game text - needs crib sheet or paste ups,6.89261,5.55262,88,3,503,2024-01-25 10:08:54
704,boardgame,10111,6,1,No necessary in-game text,5.8455,5.56844,601,1.2206,813,2024-01-25 10:08:54
704,familygames,2214,6,1,No necessary in-game text,5.8455,5.56844,601,1.2206,813,2024-01-25 10:08:54
705,boardgame,12942,2,1,Moderate in-game text - needs crib sheet or paste ups,6.90565,5.53994,62,3.0667,415,2024-01-25 10:08:54
705,wargames,2213,2,1,Moderate in-game text - needs crib sheet or paste ups,6.90565,5.53994,62,3.0667,415,2024-01-25 10:08:54
706,boardgame,4724,2,4+,Moderate in-game text - needs crib sheet or paste ups,6.94817,5.7602,492,2.6761,1496,2024-01-25 10:08:54
706,wargames,561,2,4+,Moderate in-game text - needs crib sheet or paste ups,6.94817,5.7602,492,2.6761,1496,2024-01-25 10:08:54
707,boardgame,14643,2,2+,No necessary in-game text,6.2202,5.52963,99,2.9412,475,2024-01-25 10:08:54
707,wargames,2835,2,2+,No necessary in-game text,6.2202,5.52963,99,2.9412,475,2024-01-25 10:08:54
708,boardgame,14158,2,2+,Moderate in-game text - needs crib sheet or paste ups,6.2165,5.53251,97,3.1111,525,2024-01-25 10:08:54
708,wargames,2694,2,2+,Moderate in-game text - needs crib sheet or paste ups,6.2165,5.53251,97,3.1111,525,2024-01-25 10:08:54
709,boardgame,15271,2,1,Moderate in-game text - needs crib sheet or paste ups,6.27295,5.52666,78,2.5714,187,2024-01-25 10:08:54
709,wargames,2961,2,1,Moderate in-game text - needs crib sheet or paste ups,6.27295,5.52666,78,2.5714,187,2024-01-25 10:08:54
710,boardgame,7850,2,1,No necessary in-game text,6.24988,5.61022,408,1.4255,821,2024-01-25 10:08:54
710,familygames,2014,2,1,No necessary in-game text,6.24988,5.61022,408,1.4255,821,2024-01-25 10:08:54
711,boardgame,5838,3,2,No necessary in-game text,7.01702,5.68695,309,2.5,358,2024-01-25 10:08:54
711,strategygames,1960,3,2,No necessary in-game text,7.01702,5.68695,309,2.5,358,2024-01-25 10:08:54
712,boardgame,521,2,1,Some necessary text - easily memorized or small crib sheet,7.5504,6.94084,5594,2.9841,6762,2024-01-25 10:08:54
712,thematic,108,2,1,Some necessary text - easily memorized or small crib sheet,7.5504,6.94084,5594,2.9841,6762,2024-01-25 10:08:54
712,strategygames,363,2,1,Some necessary text - easily memorized or small crib sheet,7.5504,6.94084,5594,2.9841,6762,2024-01-25 10:08:54
713,boardgame,3714,6,1,Extensive use of text - massive conversion needed to be playable,6.21313,5.86666,2937,1.4449,4282,2024-01-25 10:08:54
713,thematic,812,6,1,Extensive use of text - massive conversion needed to be playable,6.21313,5.86666,2937,1.4449,4282,2024-01-25 10:08:54
714,boardgame,2744,4,6+,Extensive use of text - massive conversion needed to be playable,6.3675,6.01868,5519,2.1818,7469,2024-01-25 10:08:54
714,thematic,686,4,6+,Extensive use of text - massive conversion needed to be playable,6.3675,6.01868,5519,2.1818,7469,2024-01-25 10:08:54
715,boardgame,2133,4,1,Some necessary text - easily memorized or small crib sheet,6.67583,6.16182,3369,2.2271,5992,2024-01-25 10:08:54
715,thematic,533,4,1,Some necessary text - easily memorized or small crib sheet,6.67583,6.16182,3369,2.2271,5992,2024-01-25 10:08:54
716,boardgame,24993,4,1,No necessary in-game text,4.95233,5.45826,150,1.1667,294,2024-01-25 10:08:54
716,childrensgames,889,4,1,No necessary in-game text,4.95233,5.45826,150,1.1667,294,2024-01-25 10:08:54
718,boardgame,6224,3,1,Moderate in-game text - needs crib sheet or paste ups,6.26751,5.66737,596,2.4154,1067,2024-01-25 10:08:54
718,strategygames,2037,3,1,Moderate in-game text - needs crib sheet or paste ups,6.26751,5.66737,596,2.4154,1067,2024-01-25 10:08:54
719,boardgame,6309,4,1,No necessary in-game text,6.42381,5.6632,443,2.3542,947,2024-01-25 10:08:54
719,strategygames,2052,4,1,No necessary in-game text,6.42381,5.6632,443,2.3542,947,2024-01-25 10:08:54
720,boardgame,7104,4,1,Moderate in-game text - needs crib sheet or paste ups,6.34035,5.63231,401,2.1714,471,2024-01-25 10:08:54
720,strategygames,2168,4,1,Moderate in-game text - needs crib sheet or paste ups,6.34035,5.63231,401,2.1714,471,2024-01-25 10:08:54
721,boardgame,22774,1,1,No necessary in-game text,5.29239,5.49212,46,2.2,159,2024-01-25 10:08:54
722,boardgame,Not Ranked,1,1,No necessary in-game text,5.96364,0,11,2,29,2024-01-25 10:08:54
722,abstracts,Not Ranked,1,1,No necessary in-game text,5.96364,0,11,2,29,2024-01-25 10:08:54
723,boardgame,8606,4,1,Moderate in-game text - needs crib sheet or paste ups,6.17479,5.59374,462,1.5814,1026,2024-01-25 10:08:54
723,thematic,1211,4,1,Moderate in-game text - needs crib sheet or paste ups,6.17479,5.59374,462,1.5814,1026,2024-01-25 10:08:54
724,boardgame,9776,5,2,Moderate in-game text - needs crib sheet or paste ups,5.97831,5.57316,427,2.0588,925,2024-01-25 10:08:54
724,thematic,1201,5,2,Moderate in-game text - needs crib sheet or paste ups,5.97831,5.57316,427,2.0588,925,2024-01-25 10:08:54
725,boardgame,Not Ranked,1,1,No necessary in-game text,6.25,0,8,1,16,2024-01-25 10:08:54
727,boardgame,20459,1,1,Moderate in-game text - needs crib sheet or paste ups,5.96765,5.50449,51,2.8571,281,2024-01-25 10:08:54
727,wargames,3804,1,1,Moderate in-game text - needs crib sheet or paste ups,5.96765,5.50449,51,2.8571,281,2024-01-25 10:08:54
728,boardgame,15079,2,2+,Moderate in-game text - needs crib sheet or paste ups,6.96667,5.52748,45,2.625,210,2024-01-25 10:08:54
728,wargames,2720,2,2+,Moderate in-game text - needs crib sheet or paste ups,6.96667,5.52748,45,2.625,210,2024-01-25 10:08:54
730,boardgame,1926,2,2+,No necessary in-game text,7.69071,6.21934,1053,3.3913,2361,2024-01-25 10:08:54
730,wargames,80,2,2+,No necessary in-game text,7.69071,6.21934,1053,3.3913,2361,2024-01-25 10:08:54
731,boardgame,21413,2,1,Moderate in-game text - needs crib sheet or paste ups,5.62997,5.5002,107,1.4615,212,2024-01-25 10:08:54
731,thematic,1492,2,1,Moderate in-game text - needs crib sheet or paste ups,5.62997,5.5002,107,1.4615,212,2024-01-25 10:08:54
732,boardgame,Not Ranked,1,1,No necessary in-game text,3.63231,0,26,1,76,2024-01-25 10:08:54
733,boardgame,Not Ranked,1,1,No necessary in-game text,3.65,0,10,0,40,2024-01-25 10:08:54
733,childrensgames,Not Ranked,1,1,No necessary in-game text,3.65,0,10,0,40,2024-01-25 10:08:54
734,boardgame,Not Ranked,1,1,No necessary in-game text,4.15667,0,9,0,33,2024-01-25 10:08:54
735,boardgame,Not Ranked,1,1,No necessary in-game text,5.8,0,5,0,16,2024-01-25 10:08:54
736,boardgame,8406,5,1,No necessary in-game text,6.18844,5.59756,327,2.5556,606,2024-01-25 10:08:54
738,boardgame,Not Ranked,1,1,No necessary in-game text,3,0,2,0,3,2024-01-25 10:08:54
739,boardgame,Not Ranked,1,1,No necessary in-game text,2,0,2,3,6,2024-01-25 10:08:54
740,boardgame,23303,2,1,Moderate in-game text - needs crib sheet or paste ups,5.24627,5.48793,67,3.3636,471,2024-01-25 10:08:54
740,wargames,4075,2,1,Moderate in-game text - needs crib sheet or paste ups,5.24627,5.48793,67,3.3636,471,2024-01-25 10:08:54
741,boardgame,9622,2,2+,Moderate in-game text - needs crib sheet or paste ups,6.8653,5.57541,118,3.2069,658,2024-01-25 10:08:54
741,wargames,1471,2,2+,Moderate in-game text - needs crib sheet or paste ups,6.8653,5.57541,118,3.2069,658,2024-01-25 10:08:54
742,boardgame,13200,2,1,No necessary in-game text,6.77731,5.53827,67,2.8333,415,2024-01-25 10:08:54
742,wargames,2322,2,1,No necessary in-game text,6.77731,5.53827,67,2.8333,415,2024-01-25 10:08:54
744,boardgame,Not Ranked,1,1,No necessary in-game text,5.83333,0,9,4,22,2024-01-25 10:08:54
745,boardgame,11962,2,1,Moderate in-game text - needs crib sheet or paste ups,7.05286,5.54736,70,4.5,328,2024-01-25 10:08:54
745,wargames,1987,2,1,Moderate in-game text - needs crib sheet or paste ups,7.05286,5.54736,70,4.5,328,2024-01-25 10:08:54
746,boardgame,9836,2,2+,Moderate in-game text - needs crib sheet or paste ups,5.95652,5.57237,561,2.6806,1576,2024-01-25 10:08:54
746,wargames,2518,2,2+,Moderate in-game text - needs crib sheet or paste ups,5.95652,5.57237,561,2.6806,1576,2024-01-25 10:08:54
747,boardgame,6995,2,2+,Moderate in-game text - needs crib sheet or paste ups,6.89818,5.63603,220,3,706,2024-01-25 10:08:54
747,wargames,940,2,2+,Moderate in-game text - needs crib sheet or paste ups,6.89818,5.63603,220,3,706,2024-01-25 10:08:54
748,boardgame,5521,2,2+,No necessary in-game text,6.47729,5.70524,563,2.1273,912,2024-01-25 10:08:54
748,abstracts,232,2,2+,No necessary in-game text,6.47729,5.70524,563,2.1273,912,2024-01-25 10:08:54
749,boardgame,Not Ranked,2,1,No necessary in-game text,5.1875,0,24,1,96,2024-01-25 10:08:54
749,abstracts,Not Ranked,2,1,No necessary in-game text,5.1875,0,24,1,96,2024-01-25 10:08:54
750,boardgame,Not Ranked,1,1,No necessary in-game text,5.84118,0,17,1,45,2024-01-25 10:08:54
751,boardgame,7990,4,1,No necessary in-game text,6.39174,5.60641,315,2.6452,720,2024-01-25 10:08:54
751,strategygames,2266,4,1,No necessary in-game text,6.39174,5.60641,315,2.6452,720,2024-01-25 10:08:54
752,boardgame,25153,6+,1,Moderate in-game text - needs crib sheet or paste ups,4.65381,5.45037,118,1.4615,179,2024-01-25 10:08:54
