boardgamepublisher_id,game_id,boardgameartist_id,language,language_id,boardgame_version_id,boardgameartist,boardgamepublisher
,271,37347,,,230682,Maureen Wingrove,
,271,,French,2187,230682,,
7496,271,,,,211760,,Egmont Polska
,271,,Polish,2199,211760,,
34108,271,,,,377304,,Winning Moves International Ltd
,271,28100,,,377304,Matt Groening,
,271,,Spanish,2203,377304,,
59,271,,,,109657,,Winning Moves Games (USA)
,271,,German,2188,109657,,
59,271,,,,67886,,Winning Moves Games (USA)
,271,,English,2184,67886,,
59,271,,,,57860,,Winning Moves Games (USA)
,271,,English,2184,57860,,
29,272,,,,137288,,ABACUSSPIELE
716,272,,,,137288,,Grünspan-Spiele
,272,37667,,,137288,Sascha Krämer,
,272,74,,,137288,Doris Matthäus,
,272,,German,2188,137288,,
42,273,,,,32859,,Tilsit
,273,,English,2184,32859,,
,273,,French,2187,32859,,
89,273,,,,46618,,Truant Spiele
,273,,German,2188,46618,,
5,274,,,,20687,,The Avalon Hill Game Co
,274,12257,,,20687,Stephen Langmead,
,274,,English,2184,20687,,
97,275,,,,74575,,Incredible Game Company
,275,,English,2184,74575,,
170,276,,,,289356,,OSG (Operational Studies Group)
,276,,English,2184,289356,,
142,277,,,,20770,,Avalanche Press Ltd.
,277,12736,,,20770,Howard David Johnson,
,277,,English,2184,20770,,
62,277,,,,20772,,Hexagames (I)
,277,19996,,,20772,Peggy Coleman,
,277,,English,2184,20772,,
,277,,French,2187,20772,,
,277,,German,2188,20772,,
47,277,,,,34027,,Queen Games
,277,962,,,34027,Jo Hartwig,
,277,,German,2188,34027,,
47,277,,,,78069,,Queen Games
,277,962,,,78069,Jo Hartwig,
,277,,German,2188,78069,,
47,277,,,,126221,,Queen Games
,277,52259,,,126221,Marko Fiedler,
,277,11902,,,126221,Claus Stephan,
,277,,Dutch,2183,126221,,
,277,,English,2184,126221,,
,277,,French,2187,126221,,
,277,,German,2188,126221,,
4304,278,,,,466752,,Albi
,278,,Czech,2180,466752,,
,278,,Slovak,2206,466752,,
267,278,,,,20798,,999 Games
37,278,,,,20798,,KOSMOS
,278,11883,,,20798,Franz Vohwinkel,
,278,,Dutch,2183,20798,,
267,278,,,,165665,,999 Games
,278,,Dutch,2183,165665,,
267,278,,,,109874,,999 Games
,278,12382,,,109874,Tanja Donner,
,278,,Dutch,2183,109874,,
10,278,,,,527452,,Mayfair Games
,278,13034,,,527452,Pete Fenlon,
,278,5442,,,527452,Jason Hawkins,
,278,25612,,,527452,Matt Schwabel,
,278,11883,,,527452,Franz Vohwinkel,
,278,,English,2184,527452,,
10,278,,,,30720,,Mayfair Games
,278,13034,,,30720,Pete Fenlon,
,278,5442,,,30720,Jason Hawkins,
,278,25612,,,30720,Matt Schwabel,
,278,11883,,,30720,Franz Vohwinkel,
,278,,English,2184,30720,,
10,278,,,,27208,,Mayfair Games
,278,11883,,,27208,Franz Vohwinkel,
,278,,English,2184,27208,,
10,278,,,,25394,,Mayfair Games
,278,11883,,,25394,Franz Vohwinkel,
,278,,English,2184,25394,,
4335,278,,,,135428,,Competo / Marektoy
,278,11883,,,135428,Franz Vohwinkel,
,278,,Finnish,2186,135428,,
42,278,,,,78488,,Tilsit
,278,11883,,,78488,Franz Vohwinkel,
,278,,French,2187,78488,,
5657,278,,,,43451,,Filosofia Éditions
,278,12382,,,43451,Tanja Donner,
,278,26874,,,43451,Michaela Kienle,
,278,11883,,,43451,Franz Vohwinkel,
,278,,French,2187,43451,,
37,278,,,,133410,,KOSMOS
,278,11883,,,133410,Franz Vohwinkel,
,278,,German,2188,133410,,
37,278,,,,24070,,KOSMOS
,278,11883,,,24070,Franz Vohwinkel,
,278,,German,2188,24070,,
37,278,,,,66815,,KOSMOS
,278,11883,,,66815,Franz Vohwinkel,
,278,,German,2188,66815,,
37,278,,,,604466,,KOSMOS
,278,11883,,,604466,Franz Vohwinkel,
,278,,German,2188,604466,,
5530,278,,,,117556,,Giochi Uniti
37,278,,,,117556,,KOSMOS
,278,,Italian,2193,117556,,
6214,278,,,,521072,,Kaissa Chess & Games
37,278,,,,521072,,KOSMOS
,278,,Greek,2189,521072,,
22,278,,,,30540,,Piatnik
,278,,Hungarian,2191,30540,,
22,278,,,,78034,,Piatnik
,278,11883,,,78034,Franz Vohwinkel,
,278,,Hungarian,2191,78034,,
4617,278,,,,56444,,Galakta
37,278,,,,56444,,KOSMOS
,278,12382,,,56444,Tanja Donner,
,278,11883,,,56444,Franz Vohwinkel,
,278,,Polish,2199,56444,,
2366,278,,,,545042,,Devir
,278,11,,,545042,Klaus Teuber,
,278,,Portuguese,2200,545042,,
37,278,,,,344874,,KOSMOS
,278,11,,,344874,Klaus Teuber,
,278,,Romanian,2201,344874,,
8313,278,,,,95813,,Smart Ltd
,278,,Russian,2202,95813,,
37,278,,,,105993,,KOSMOS
8313,278,,,,105993,,Smart Ltd
,278,11883,,,105993,Franz Vohwinkel,
,278,,Russian,2202,105993,,
5597,278,,,,211627,,Laser plus
,278,,Slovenian,2207,211627,,
37,278,,,,320766,,KOSMOS
5597,278,,,,320766,,Laser plus
,278,,Slovenian,2207,320766,,
2366,278,,,,42373,,Devir
,278,12382,,,42373,Tanja Donner,
,278,11883,,,42373,Franz Vohwinkel,
,278,,Spanish,2203,42373,,
37,278,,,,527394,,KOSMOS
42,278,,,,527394,,Tilsit
,278,11883,,,527394,Franz Vohwinkel,
,278,,Italian,2193,527394,,
12,279,,,,24397,,Cheapass Games
,279,,English,2184,24397,,
12,279,,,,42813,,Cheapass Games
,279,,English,2184,42813,,
22,280,,,,46665,,Piatnik
,280,11883,,,46665,Franz Vohwinkel,
,280,,German,2188,46665,,
9881,280,,,,189144,,"New Games Order, LLC"
,280,,Japanese,2194,189144,,
104,281,,,,108215,,G&RRR
,281,30867,,,108215,Ann-Marie Hedström,
,281,,Swedish,2204,108215,,
104,281,,,,481599,,G&RRR
,281,183,,,481599,Dan Glimne,
,281,99965,,,481599,Jacob Hägg,
,281,30867,,,481599,Ann-Marie Hedström,
,281,,Swedish,2204,481599,,
1618,281,,,,398290,,neoGames
,281,99965,,,398290,Jacob Hägg,
,281,30867,,,398290,Ann-Marie Hedström,
,281,,Swedish,2204,398290,,
119,282,,,,97928,,Trollspel
,282,18597,,,97928,Henrik Tamm,
,282,,Swedish,2204,97928,,
5,283,,,,24250,,The Avalon Hill Game Co
,283,,English,2184,24250,,
102,284,,,,62511,,Decision Games (I)
,284,1256,,,62511,David McElhannon,
,284,3347,,,62511,Beth Queman,
,284,,English,2184,62511,,
5,285,,,,26652,,The Avalon Hill Game Co
,285,12261,,,26652,Jean Baer,
,285,181,,,26652,Ben Knight,
,285,20628,,,26652,Tyson Milbert,
,285,110380,,,26652,Dave Shaw (II),
,285,,English,2184,26652,,
5,286,,,,67020,,The Avalon Hill Game Co
,286,41021,,,67020,Kaye Catledge,
,286,29870,,,67020,Cathy Chastain,
,286,,English,2184,67020,,
5,286,,,,30735,,The Avalon Hill Game Co
,286,11872,,,30735,Kurt Miller,
,286,,English,2184,30735,,
1634,286,,,,194636,,Battleline
,286,,English,2184,194636,,
4668,287,,,,448990,,Schmidt International
,287,,Dutch,2183,448990,,
,287,,French,2187,448990,,
,287,,German,2188,448990,,
,287,,Italian,2193,448990,,
92,287,,,,232316,,3M
,287,,English,2184,232316,,
597,287,,,,118209,,Eagle-Gryphon Games
,287,35029,,,118209,Pixel Productions Inc.,
,287,,English,2184,118209,,
92,287,,,,30350,,3M
,287,,English,2184,30350,,
420,287,,,,25644,,Discovery Toys
,287,,English,2184,25644,,
420,287,,,,35190,,Discovery Toys
,287,,English,2184,35190,,
,287,,French,2187,35190,,
,287,,Spanish,2203,35190,,
4668,287,,,,98763,,Schmidt International
,287,,French,2187,98763,,
92,287,,,,73126,,3M
,287,,German,2188,73126,,
4653,287,,,,26186,,Parker Spiele
,287,,German,2188,26186,,
127,287,,,,81113,,Klee
,287,,German,2188,81113,,
38,287,,,,72162,,Schmidt Spiele
,287,,French,2187,72162,,
,287,,German,2188,72162,,
,287,,Italian,2193,72162,,
195,288,,,,178830,,Azure Wish Enterprise (AWE)
,288,,English,2184,178830,,
195,288,,,,570124,,Azure Wish Enterprise (AWE)
,288,,French,2187,570124,,
94,289,,,,39553,,Clash of Arms Games
,289,22084,,,39553,Greg Cervall,
,289,,English,2184,39553,,
42,289,,,,125718,,Tilsit
,289,22084,,,125718,Greg Cervall,
,289,,French,2187,125718,,
133,290,,,,35670,,Hans im Glück
,290,37484,,,35670,Karl Heinz Daxl,
,290,,German,2188,35670,,
46508,290,,,,698669,,SUNNY BIRD
,290,108040,,,698669,別府さい (Sai Beppu),
,290,,Japanese,2194,698669,,
48,290,,,,23734,,Out of the Box Publishing
,290,6815,,,23734,John Kovalic,
,290,,English,2184,23734,,
48,290,,,,222682,,Out of the Box Publishing
,290,,English,2184,222682,,
1974,291,,,,118122,,Dragon Radieux
,291,,English,2184,118122,,
,291,,French,2187,118122,,
94,291,,,,37938,,Clash of Arms Games
42,291,,,,37938,,Tilsit
,291,,English,2184,37938,,
42,291,,,,90383,,Tilsit
,291,4093,,,90383,Franck Dion,
,291,,French,2187,90383,,
42,291,,,,90384,,Tilsit
,291,4093,,,90384,Franck Dion,
,291,,German,2188,90384,,
11,292,,,,29836,,F.X. Schmid
,292,12831,,,29836,M. Dostler,
,292,,German,2188,29836,,
157,292,,,,471155,,Asmodee
,292,,French,2187,471155,,
24504,292,,,,370908,,cosaic
1386,292,,,,370908,,Group SNE
,292,67437,,,370908,Jun Suemi,
,292,,Japanese,2194,370908,,
87,293,,,,22564,,Zoch Verlag
,293,,German,2188,22564,,
87,293,,,,22565,,Zoch Verlag
,293,,English,2184,22565,,
,293,,French,2187,22565,,
,293,,German,2188,22565,,
9234,293,,,,357712,,"Swan Panasia Co., Ltd."
87,293,,,,357712,,Zoch Verlag
,293,144,,,357712,Jacques Zeimet,
,293,,Chinese,2181,357712,,
,293,,English,2184,357712,,
14078,293,,,,95566,,Vennerød Forlag AS
,293,,Norwegian,2198,95566,,
87,293,,,,206640,,Zoch Verlag
,293,144,,,206640,Jacques Zeimet,
,293,,Dutch,2183,206640,,
,293,,English,2184,206640,,
,293,,French,2187,206640,,
,293,,German,2188,206640,,
,293,,Greek,2189,206640,,
,293,,Italian,2193,206640,,
,293,,Spanish,2203,206640,,
87,293,,,,22567,,Zoch Verlag
,293,27641,,,22567,Oliver Richtberg,
,293,,Dutch,2183,22567,,
,293,,English,2184,22567,,
,293,,French,2187,22567,,
,293,,German,2188,22567,,
,293,,Spanish,2203,22567,,
4335,293,,,,156109,,Competo / Marektoy
87,293,,,,156109,,Zoch Verlag
,293,27641,,,156109,Oliver Richtberg,
,293,,Danish,2182,156109,,
,293,,Finnish,2186,156109,,
,293,,Norwegian,2198,156109,,
,293,,Swedish,2204,156109,,
87,293,,,,22566,,Zoch Verlag
,293,27641,,,22566,Oliver Richtberg,
,293,,English,2184,22566,,
,293,,French,2187,22566,,
,293,,German,2188,22566,,
,293,,Spanish,2203,22566,,
83,294,,,,108101,,R&D Games
,294,11888,,,108101,Juliet Breese,
,294,,English,2184,108101,,
116,295,,,,309108,,Eurogames
,295,,English,2184,309108,,
,295,,German,2188,309108,,
116,295,,,,102352,,Eurogames
,295,17,,,102352,Pascal Trigaux,
,295,,French,2187,102352,,
116,295,,,,102353,,Eurogames
,295,17,,,102353,Pascal Trigaux,
,295,,German,2188,102353,,
44,296,,,,25875,,Goldsieber Spiele
,296,11883,,,25875,Franz Vohwinkel,
,296,,German,2188,25875,,
44,296,,,,214881,,Goldsieber Spiele
,296,11883,,,214881,Franz Vohwinkel,
,296,,German,2188,214881,,
44,296,,,,21322,,Goldsieber Spiele
3,296,,,,21322,,Rio Grande Games
,296,11883,,,21322,Franz Vohwinkel,
,296,,English,2184,21322,,
111,297,,,,304674,,Casper
112,297,,,,304674,,Target Games
,297,100318,,,304674,Per Gullarp,
,297,,Swedish,2204,304674,,
11,298,,,,25189,,F.X. Schmid
,298,11883,,,25189,Franz Vohwinkel,
,298,,German,2188,25189,,
938,299,,,,298413,,Wargames Research Group
,299,,English,2184,298413,,
938,299,,,,95474,,Wargames Research Group
,299,,English,2184,95474,,
938,299,,,,40057,,Wargames Research Group
,299,,English,2184,40057,,
938,299,,,,259890,,Wargames Research Group
,299,,English,2184,259890,,
938,299,,,,210431,,Wargames Research Group
,299,,English,2184,210431,,
938,299,,,,489652,,Wargames Research Group
,299,,French,2187,489652,,
257,299,,,,91298,,Hobby Products GmbH
,299,1333,,,91298,Ingo Martin,
,299,24542,,,91298,Josef Ochmann,
,299,,German,2188,91298,,
938,299,,,,106285,,Wargames Research Group
,299,,Spanish,2203,106285,,
48,300,,,,30209,,Out of the Box Publishing
,300,6815,,,30209,John Kovalic,
,300,,English,2184,30209,,
8,300,,,,42969,,AMIGO
21438,300,,,,42969,,Éveil & Jeux
,300,,French,2187,42969,,
8,300,,,,28904,,AMIGO
,300,,German,2188,28904,,
8,300,,,,229632,,AMIGO
,300,11883,,,229632,Franz Vohwinkel,
,300,,German,2188,229632,,
1386,300,,,,662599,,Group SNE
,300,,Japanese,2194,662599,,
73,301,,,,31191,,Blatz
,301,28005,,,31191,Angus Gray-Burbridge,
,301,,German,2188,31191,,
73,301,,,,275519,,Blatz
,301,28005,,,275519,Angus Gray-Burbridge,
,301,,German,2188,275519,,
7568,301,,,,27910,,DDD Verlag GmbH
,301,12237,,,27910,Katharina Kubisch,
,301,,German,2188,27910,,
37,302,,,,113986,,KOSMOS
,302,,Dutch,2183,113986,,
,302,,English,2184,113986,,
,302,,French,2187,113986,,
,302,,German,2188,113986,,
37,302,,,,73705,,KOSMOS
,302,,Dutch,2183,73705,,
,302,,English,2184,73705,,
,302,,French,2187,73705,,
,302,,German,2188,73705,,
37,302,,,,113987,,KOSMOS
,302,11883,,,113987,Franz Vohwinkel,
,302,,German,2188,113987,,
9881,302,,,,189143,,"New Games Order, LLC"
,302,74499,,,189143,TANSAN Inc.,
,302,,Japanese,2194,189143,,
450,303,,,,28909,,Salagames
,303,855,,,28909,Andreas Steiner,
,303,,German,2188,28909,,
62,303,,,,35206,,Hexagames (I)
,303,855,,,35206,Andreas Steiner,
,303,,English,2184,35206,,
,303,,French,2187,35206,,
,303,,German,2188,35206,,
3,304,,,,274343,,Rio Grande Games
,304,11883,,,274343,Franz Vohwinkel,
,304,,English,2184,274343,,
44,304,,,,40326,,Goldsieber Spiele
,304,11883,,,40326,Franz Vohwinkel,
,304,,German,2188,40326,,
934,305,,,,242835,,Bandai
167,305,,,,242835,,Huki
,305,11883,,,242835,Franz Vohwinkel,
,305,,German,2188,242835,,
9881,305,,,,455655,,"New Games Order, LLC"
,305,75070,,,455655,Yusuke Mamada,
,305,,Japanese,2194,455655,,
4653,305,,,,33946,,Parker Spiele
,305,11883,,,33946,Franz Vohwinkel,
,305,,German,2188,33946,,
4653,305,,,,295658,,Parker Spiele
,305,11883,,,295658,Franz Vohwinkel,
,305,,German,2188,295658,,
5,307,,,,30182,,The Avalon Hill Game Co
,307,12261,,,30182,Jean Baer,
,307,18858,,,30182,Dave Dobyski,
,307,,English,2184,30182,,
60,308,,,,26491,,White Wind
,308,1586,,,26491,Ralf E. Kahlert,
,308,,English,2184,26491,,
,308,,German,2188,26491,,
81,309,,,,46669,,Bambus Spieleverlag
,309,12958,,,46669,Sabine Mielke,
,309,,German,2188,46669,,
82,309,,,,159774,,Funagain
,309,43702,,,159774,Bob Herried,
,309,12958,,,159774,Sabine Mielke,
,309,43703,,,159774,Rick Soued,
,309,,English,2184,159774,,
5,310,,,,26221,,The Avalon Hill Game Co
,310,1158,,,26221,Chris White (I),
,310,,English,2184,26221,,
5,310,,,,23836,,The Avalon Hill Game Co
,310,1158,,,23836,Chris White (I),
,310,,English,2184,23836,,
38,310,,,,26789,,Schmidt Spiele
,310,,German,2188,26789,,
127,310,,,,73739,,Klee
,310,,German,2188,73739,,
5899,310,,,,82174,,Pelito
,310,,Finnish,2186,82174,,
5392,310,,,,98400,,Schmidt France
,310,,French,2187,98400,,
91,311,,,,36798,,Prism Games
90,311,,,,36798,,TimJim Games
,311,27907,,,36798,Armand Cabrera,
,311,150,,,36798,Thomas Lehmann,
,311,36897,,,36798,Carolyn Wales,
,311,,English,2184,36798,,
29,312,,,,27647,,ABACUSSPIELE
,312,11883,,,27647,Franz Vohwinkel,
,312,,English,2184,27647,,
29,312,,,,29882,,ABACUSSPIELE
,312,11883,,,29882,Franz Vohwinkel,
,312,,German,2188,29882,,
58,312,,,,43345,,2F-Spiele
,312,92233,,,43345,Thomas Schäfer,
,312,,German,2188,43345,,
58,312,,,,610193,,2F-Spiele
,312,,German,2188,610193,,
58,312,,,,209709,,2F-Spiele
,312,249,,,209709,Wolfgang Panning,
,312,,German,2188,209709,,
3,312,,,,21184,,Rio Grande Games
,312,11883,,,21184,Franz Vohwinkel,
,312,,English,2184,21184,,
42898,313,,,,657526,,Funko Games
,313,,English,2184,657526,,
37,313,,,,107926,,KOSMOS
,313,11883,,,107926,Franz Vohwinkel,
,313,,German,2188,107926,,
335,314,,,,140516,,Jumbo
,314,,German,2188,140516,,
335,314,,,,140517,,Jumbo
,314,,Danish,2182,140517,,
,314,,Dutch,2183,140517,,
,314,,English,2184,140517,,
,314,,French,2187,140517,,
,314,,Italian,2193,140517,,
,314,,Swedish,2204,140517,,
23942,314,,,,511214,,Soppol
,314,,Polish,2199,511214,,
6514,315,,,,162292,,Adrenaline Brush Ltd
,315,,English,2184,162292,,
24158,315,,,,192540,,Association for Craft Producers
,315,,English,2184,192540,,
47771,315,,,,615527,,Lemery Games
,315,133556,,,615527,Ivett Perlaky,
,315,,English,2184,615527,,
793,315,,,,179874,,La Mèche Rebelle Editions
,315,,French,2187,179874,,
6261,315,,,,242879,,Mitra
,315,,Portuguese,2200,242879,,
5915,315,,,,582999,,NewVenture Games
,315,,English,2184,582999,,
23494,315,,,,179969,,Oficina do Aprendiz
,315,,Portuguese,2200,179969,,
115,315,,,,75891,,Pressman Toy Corp.
,315,,English,2184,75891,,
39392,315,,,,406796,,World on Wheels
,315,,English,2184,406796,,
8728,316,,,,270311,,Blue Dolphin Games
,316,,English,2184,270311,,
139,316,,,,42584,,Laurin Verlag
,316,3034,,,42584,Dave LaForce,
,316,17825,,,42584,Colleen O'Malley,
,316,,German,2188,42584,,
10094,316,,,,399934,,nestorgames
,316,10384,,,399934,Nathan Morse,
,316,9393,,,399934,Néstor Romeral Andrés,
,316,,English,2184,399934,,
16,316,,,,91593,,Tactical Studies Rules (TSR)
,316,3034,,,91593,Dave LaForce,
,316,17825,,,91593,Colleen O'Malley,
,316,,English,2184,91593,,
8,317,,,,27319,,AMIGO
,317,11883,,,27319,Franz Vohwinkel,
,317,,German,2188,27319,,
103,317,,,,114121,,Gibsons
,317,11883,,,114121,Franz Vohwinkel,
,317,,English,2184,114121,,
44,319,,,,157768,,Goldsieber Spiele
,319,72650,,,157768,Siegfried Blandow,
,319,,German,2188,157768,,
4922,320,,,,147111,,Barnes & Noble
28,320,,,,147111,,Parker Brothers
,320,,English,2184,147111,,
3320,320,,,,260079,,(Unknown)
,320,,Danish,2182,260079,,
389,320,,,,124572,,Brio AB
,320,,Swedish,2204,124572,,
389,320,,,,316673,,Brio AB
,320,,Swedish,2204,316673,,
389,320,,,,411352,,Brio AB
,320,,Swedish,2204,411352,,
553,320,,,,162171,,Cadaco
,320,,English,2184,162171,,
50342,320,,,,592785,,Casa Estanciero S.R.L.
,320,,Spanish,2203,592785,,
50342,320,,,,592786,,Casa Estanciero S.R.L.
,320,,Spanish,2203,592786,,
654,320,,,,105912,,CEFA (Celulosa Fabril S. A.)
,320,,Spanish,2203,105912,,
654,320,,,,232831,,CEFA (Celulosa Fabril S. A.)
,320,,Spanish,2203,232831,,
654,320,,,,420046,,CEFA (Celulosa Fabril S. A.)
,320,,Spanish,2203,420046,,
311,320,,,,697728,,Clementoni
,320,,Italian,2193,697728,,
8245,320,,,,151444,,Juegos Crone
,320,,Spanish,2203,151444,,
1765,320,,,,105915,,Dino Toys s. r. o.
,320,,Czech,2180,105915,,
1765,320,,,,223626,,Dino Toys s. r. o.
,320,,Lithuanian,2197,223626,,
4612,320,,,,247563,,Drechsler
,320,,Danish,2182,247563,,
4612,320,,,,247564,,Drechsler
,320,,Danish,2182,247564,,
93,320,,,,653779,,"Mattel, Inc."
,320,,Dutch,2183,653779,,
45308,320,,,,341741,,Tinderbox Games
,320,,English,2184,341741,,
51,320,,,,600236,,Hasbro
,320,,English,2184,600236,,
3320,320,,,,620842,,(Unknown)
,320,,English,2184,620842,,
51,320,,,,567500,,Hasbro
,320,,English,2184,567500,,
51,320,,,,262359,,Hasbro
,320,,English,2184,262359,,
51,320,,,,405383,,Hasbro
59,320,,,,405383,,Winning Moves Games (USA)
,320,,English,2184,405383,,
1731,320,,,,218073,,Estrela
,320,,Portuguese,2200,218073,,
4089,320,,,,74455,,Falomir Juegos
,320,,Catalan,2179,74455,,
4089,320,,,,139347,,Falomir Juegos
,320,,Spanish,2203,139347,,
4089,320,,,,139371,,Falomir Juegos
,320,,Spanish,2203,139371,,
4089,320,,,,327555,,Falomir Juegos
,320,,Spanish,2203,327555,,
1574,320,,,,627239,,Habourdin International
,320,,French,2187,627239,,
93,320,,,,627805,,"Mattel, Inc."
,320,,French,2187,627805,,
93,320,,,,627807,,"Mattel, Inc."
,320,,French,2187,627807,,
93,320,,,,627809,,"Mattel, Inc."
,320,,French,2187,627809,,
93,320,,,,565708,,"Mattel, Inc."
,320,,German,2188,565708,,
93,320,,,,565711,,"Mattel, Inc."
,320,,German,2188,565711,,
93,320,,,,565712,,"Mattel, Inc."
,320,,German,2188,565712,,
93,320,,,,587841,,"Mattel, Inc."
,320,,German,2188,587841,,
93,320,,,,594441,,"Mattel, Inc."
45308,320,,,,594441,,Tinderbox Games
,320,,German,2188,594441,,
51,320,,,,34367,,Hasbro
20,320,,,,34367,,Milton Bradley
,320,,English,2184,34367,,
51,320,,,,233382,,Hasbro
,320,,English,2184,233382,,
51,320,,,,79879,,Hasbro
,320,,English,2184,79879,,
51,320,,,,206825,,Hasbro
,320,,English,2184,206825,,
51,320,,,,387828,,Hasbro
,320,,English,2184,387828,,
51,320,,,,466790,,Hasbro
,320,,English,2184,466790,,
51,320,,,,337002,,Hasbro
,320,,English,2184,337002,,
51,320,,,,286351,,Hasbro
634,320,,,,286351,,The Op
,320,,English,2184,286351,,
51,320,,,,633667,,Hasbro
,320,,English,2184,633667,,
51,320,,,,468481,,Hasbro
,320,,English,2184,468481,,
51,320,,,,150893,,Hasbro
28,320,,,,150893,,Parker Brothers
,320,,English,2184,150893,,
51,320,,,,245423,,Hasbro
,320,,French,2187,245423,,
51,320,,,,65846,,Hasbro
,320,,English,2184,65846,,
51,320,,,,680395,,Hasbro
,320,,English,2184,680395,,
51,320,,,,356466,,Hasbro
20,320,,,,356466,,Milton Bradley
,320,,English,2184,356466,,
51,320,,,,502329,,Hasbro
28,320,,,,502329,,Parker Brothers
,320,,English,2184,502329,,
4721,320,,,,385685,,Holdson
288,320,,,,385685,,Spear's Games
,320,,English,2184,385685,,
34674,320,,,,333276,,ren ehf.
,320,,Icelandic,2347,333276,,
3540,320,,,,256359,,Joker
3994,320,,,,256359,,Playmix
,320,,Finnish,2186,256359,,
3540,320,,,,508397,,Joker
,320,,Finnish,2186,508397,,
3540,320,,,,402733,,Joker
,320,,Swedish,2204,402733,,
3540,320,,,,369529,,Joker
,320,,Swedish,2204,369529,,
3540,320,,,,120191,,Joker
,320,,Swedish,2204,120191,,
3540,320,,,,120193,,Joker
,320,,Swedish,2204,120193,,
3540,320,,,,120195,,Joker
,320,,Swedish,2204,120195,,
3540,320,,,,105933,,Joker
,320,,Swedish,2204,105933,,
3540,320,,,,369528,,Joker
,320,,Swedish,2204,369528,,
3540,320,,,,256355,,Joker
,320,,Finnish,2186,256355,,
335,320,,,,366374,,Jumbo
,320,,Dutch,2183,366374,,
335,320,,,,262860,,Jumbo
,320,,Dutch,2183,262860,,
335,320,,,,77670,,Jumbo
,320,,Dutch,2183,77670,,
335,320,,,,156768,,Jumbo
,320,,Dutch,2183,156768,,
335,320,,,,105913,,Jumbo
,320,,Dutch,2183,105913,,
,320,,English,2184,105913,,
8291,320,,,,498014,,Korea Boardgames
,320,,Korean,2195,498014,,
2090,320,,,,538274,,Kuvataide
44714,320,,,,538274,,Refax Oy
,320,,Finnish,2186,538274,,
17882,320,,,,86830,,Labo-Mix
,320,,Polish,2199,86830,,
59,320,,,,513539,,Winning Moves Games (USA)
,320,,English,2184,513539,,
93,320,,,,180923,,"Mattel, Inc."
,320,,English,2184,180923,,
93,320,,,,263528,,"Mattel, Inc."
,320,,English,2184,263528,,
93,320,,,,320606,,"Mattel, Inc."
,320,,Bulgarian,2675,320606,,
93,320,,,,508922,,"Mattel, Inc."
,320,,Catalan,2179,508922,,
93,320,,,,274289,,"Mattel, Inc."
,320,,Czech,2180,274289,,
93,320,,,,601884,,"Mattel, Inc."
,320,,Czech,2180,601884,,
93,320,,,,601880,,"Mattel, Inc."
,320,,Czech,2180,601880,,
93,320,,,,167839,,"Mattel, Inc."
,320,,Danish,2182,167839,,
93,320,,,,114767,,"Mattel, Inc."
,320,,Dutch,2183,114767,,
93,320,,,,511225,,"Mattel, Inc."
,320,,Dutch,2183,511225,,
93,320,,,,20721,,"Mattel, Inc."
,320,3,,,20721,(Uncredited),
,320,,Dutch,2183,20721,,
93,320,,,,210973,,"Mattel, Inc."
,320,,Dutch,2183,210973,,
93,320,,,,336840,,"Mattel, Inc."
,320,,Dutch,2183,336840,,
93,320,,,,538474,,"Mattel, Inc."
45308,320,,,,538474,,Tinderbox Games
,320,,Dutch,2183,538474,,
93,320,,,,114766,,"Mattel, Inc."
,320,,Dutch,2183,114766,,
93,320,,,,75687,,"Mattel, Inc."
,320,,English,2184,75687,,
93,320,,,,195793,,"Mattel, Inc."
,320,,English,2184,195793,,
93,320,,,,268057,,"Mattel, Inc."
288,320,,,,268057,,Spear's Games
,320,,English,2184,268057,,
93,320,,,,33784,,"Mattel, Inc."
,320,,English,2184,33784,,
93,320,,,,44765,,"Mattel, Inc."
,320,,English,2184,44765,,
93,320,,,,581773,,"Mattel, Inc."
,320,,English,2184,581773,,
93,320,,,,90497,,"Mattel, Inc."
,320,3,,,90497,(Uncredited),
,320,,English,2184,90497,,
93,320,,,,90499,,"Mattel, Inc."
,320,,English,2184,90499,,
93,320,,,,213789,,"Mattel, Inc."
,320,,English,2184,213789,,
93,320,,,,361179,,"Mattel, Inc."
,320,,English,2184,361179,,
93,320,,,,556644,,"Mattel, Inc."
,320,,English,2184,556644,,
93,320,,,,359567,,"Mattel, Inc."
,320,,English,2184,359567,,
93,320,,,,588621,,"Mattel, Inc."
,320,3,,,588621,(Uncredited),
,320,,English,2184,588621,,
93,320,,,,139533,,"Mattel, Inc."
,320,,English,2184,139533,,
93,320,,,,588623,,"Mattel, Inc."
,320,3,,,588623,(Uncredited),
,320,,English,2184,588623,,
93,320,,,,450394,,"Mattel, Inc."
,320,,English,2184,450394,,
,320,,Polish,2199,450394,,
93,320,,,,70256,,"Mattel, Inc."
,320,,Estonian,2185,70256,,
93,320,,,,26520,,"Mattel, Inc."
,320,,Finnish,2186,26520,,
93,320,,,,588546,,"Mattel, Inc."
,320,,Finnish,2186,588546,,
93,320,,,,246203,,"Mattel, Inc."
,320,,French,2187,246203,,
93,320,,,,26809,,"Mattel, Inc."
,320,,German,2188,26809,,
93,320,,,,417927,,"Mattel, Inc."
,320,,German,2188,417927,,
93,320,,,,434245,,"Mattel, Inc."
,320,,German,2188,434245,,
93,320,,,,123748,,"Mattel, Inc."
,320,,German,2188,123748,,
