boardgamepublisher_id,game_id,boardgameartist_id,language,language_id,boardgame_version_id,boardgameartist,boardgamepublisher
,1293,,English,2184,24950,,
28,1293,,,,188321,,Parker Brothers
,1293,,English,2184,188321,,
,1293,,French,2187,188321,,
28,1293,,,,293586,,Parker Brothers
,1293,,English,2184,293586,,
,1293,,French,2187,293586,,
28,1293,,,,25649,,Parker Brothers
,1293,,English,2184,25649,,
,1293,,French,2187,25649,,
28,1293,,,,594015,,Parker Brothers
,1293,,English,2184,594015,,
,1293,,French,2187,594015,,
28,1293,,,,156644,,Parker Brothers
,1293,,English,2184,156644,,
28,1293,,,,103211,,Parker Brothers
,1293,,Greek,2189,103211,,
28,1293,,,,354109,,Parker Brothers
,1293,,Danish,2182,354109,,
,1293,,Finnish,2186,354109,,
,1293,,Norwegian,2198,354109,,
,1293,,Swedish,2204,354109,,
28,1293,,,,293605,,Parker Brothers
,1293,,Polish,2199,293605,,
28,1293,,,,208430,,Parker Brothers
,1293,,Dutch,2183,208430,,
28,1293,,,,217366,,Parker Brothers
,1293,,Dutch,2183,217366,,
51,1293,,,,275575,,Hasbro
28,1293,,,,275575,,Parker Brothers
,1293,,Dutch,2183,275575,,
28,1293,,,,545822,,Parker Brothers
,1293,,English,2184,545822,,
28,1293,,,,390495,,Parker Brothers
,1293,,English,2184,390495,,
28,1293,,,,390496,,Parker Brothers
,1293,,English,2184,390496,,
28,1293,,,,41804,,Parker Brothers
,1293,,English,2184,41804,,
,1293,,Spanish,2203,41804,,
28,1293,,,,599411,,Parker Brothers
,1293,3,,,599411,(Uncredited),
,1293,,French,2187,599411,,
28,1293,,,,417312,,Parker Brothers
,1293,,German,2188,417312,,
28,1293,,,,432883,,Parker Brothers
,1293,,German,2188,432883,,
28,1293,,,,271426,,Parker Brothers
,1293,,German,2188,271426,,
28,1293,,,,516482,,Parker Brothers
,1293,,German,2188,516482,,
28,1293,,,,158414,,Parker Brothers
,1293,,Swedish,2204,158414,,
28,1293,,,,228158,,Parker Brothers
,1293,,Finnish,2186,228158,,
,1293,,Swedish,2204,228158,,
28,1293,,,,76037,,Parker Brothers
,1293,,English,2184,76037,,
51,1293,,,,42234,,Hasbro
28,1293,,,,42234,,Parker Brothers
,1293,,English,2184,42234,,
51,1293,,,,421379,,Hasbro
28,1293,,,,421379,,Parker Brothers
,1293,,English,2184,421379,,
51,1293,,,,447532,,Hasbro
,1293,,Polish,2199,447532,,
17253,1293,,,,103553,,Stylus
,1293,,English,2184,103553,,
51,1294,,,,524029,,Hasbro
28,1294,,,,524029,,Parker Brothers
,1294,,Italian,2193,524029,,
404,1294,,,,239403,,Alga
,1294,,Danish,2182,239403,,
404,1294,,,,103488,,Alga
,1294,,Finnish,2186,103488,,
404,1294,,,,158352,,Alga
,1294,,Swedish,2204,158352,,
404,1294,,,,31699,,Alga
,1294,85463,,,31699,Rune Johansson,
,1294,,Swedish,2204,31699,,
7217,1294,,,,205127,,Editions ATLAS
,1294,30281,,,205127,René Goscinny,
,1294,30280,,,205127,Albert Uderzo,
,1294,,Dutch,2183,205127,,
,1294,,German,2188,205127,,
3626,1294,,,,212894,,"Basic Fun, Inc."
,1294,,English,2184,212894,,
46638,1294,,,,531867,,Eleven Force
,1294,,Basque,2711,531867,,
,1294,,Spanish,2203,531867,,
4680,1294,,,,103493,,Borras Plana S.A.
,1294,,Spanish,2203,103493,,
4680,1294,,,,212895,,Borras Plana S.A.
,1294,,Spanish,2203,212895,,
4680,1294,,,,212896,,Borras Plana S.A.
,1294,,Spanish,2203,212896,,
4680,1294,,,,212787,,Borras Plana S.A.
,1294,,Spanish,2203,212787,,
1935,1294,,,,323643,,Carlit
,1294,,French,2187,323643,,
,1294,,German,2188,323643,,
1935,1294,,,,373892,,Carlit
,1294,41500,,,373892,Urs Waldvogel,
,1294,,French,2187,373892,,
,1294,,German,2188,373892,,
46638,1294,,,,532001,,Eleven Force
51,1294,,,,532001,,Hasbro
,1294,,Catalan,2179,532001,,
,1294,,Spanish,2203,532001,,
46638,1294,,,,532092,,Eleven Force
51,1294,,,,532092,,Hasbro
,1294,,Catalan,2179,532092,,
,1294,,Spanish,2203,532092,,
8786,1294,,,,209581,,CentroCoop
,1294,,Romanian,2201,209581,,
95,1294,,,,286502,,Waddingtons
,1294,,Chinese,2181,286502,,
,1294,,English,2184,286502,,
,1294,,Malay,2714,286502,,
1772,1294,,,,212849,,Clipper
,1294,,Dutch,2183,212849,,
5768,1294,,,,564127,,Brohm-Parker-Spiele
,1294,,German,2188,564127,,
8245,1294,,,,51549,,Juegos Crone
,1294,,Spanish,2203,51549,,
1772,1294,,,,212784,,Clipper
6255,1294,,,,212784,,N.V. Smeets & Schippers Amsterdam
,1294,,Dutch,2183,212784,,
26208,1294,,,,531343,,Winning Moves Germany
,1294,,Dutch,2183,531343,,
51,1294,,,,674528,,Hasbro
,1294,,Dutch,2183,674528,,
51,1294,,,,634008,,Hasbro
28,1294,,,,634008,,Parker Brothers
,1294,,Dutch,2183,634008,,
51,1294,,,,651086,,Hasbro
,1294,,Dutch,2183,651086,,
253,1294,,,,68414,,Editrice Giochi
,1294,3,,,68414,(Uncredited),
,1294,,Italian,2193,68414,,
4,1294,,,,530865,,(Self-Published)
,1294,,English,2184,530865,,
32781,1294,,,,586774,,Winning Moves UK Ltd.
,1294,,English,2184,586774,,
51,1294,,,,670676,,Hasbro
,1294,,English,2184,670676,,
51,1294,,,,679874,,Hasbro
,1294,,English,2184,679874,,
634,1294,,,,692646,,The Op
,1294,,English,2184,692646,,
634,1294,,,,696549,,The Op
,1294,,English,2184,696549,,
51,1294,,,,557929,,Hasbro
59,1294,,,,557929,,Winning Moves Games (USA)
,1294,,English,2184,557929,,
51,1294,,,,652530,,Hasbro
,1294,24858,,,652530,Henning Ludvigsen,
,1294,,English,2184,652530,,
51,1294,,,,521951,,Hasbro
15619,1294,,,,521951,,Winning Eleven Productions
,1294,,English,2184,521951,,
,1294,,Spanish,2203,521951,,
1731,1294,,,,212785,,Estrela
,1294,,Portuguese,2200,212785,,
1731,1294,,,,212848,,Estrela
,1294,,Portuguese,2200,212848,,
1731,1294,,,,265089,,Estrela
,1294,,Portuguese,2200,265089,,
1731,1294,,,,121630,,Estrela
51,1294,,,,121630,,Hasbro
,1294,,Portuguese,2200,121630,,
1731,1294,,,,75395,,Estrela
51,1294,,,,75395,,Hasbro
,1294,,Portuguese,2200,75395,,
2120,1294,,,,158332,,Oy Fenno-Alga Ab
,1294,,Finnish,2186,158332,,
51,1294,,,,663781,,Hasbro
,1294,,Finnish,2186,663781,,
28,1294,,,,528716,,Parker Brothers
9466,1294,,,,528716,,Winning Moves France
,1294,,French,2187,528716,,
28,1294,,,,696661,,Parker Brothers
,1294,,French,2187,696661,,
28,1294,,,,699058,,Parker Brothers
,1294,,French,2187,699058,,
9401,1294,,,,299447,,Funskool Games
,1294,,English,2184,299447,,
26208,1294,,,,534110,,Winning Moves Germany
,1294,,German,2188,534110,,
26208,1294,,,,534539,,Winning Moves Germany
,1294,,German,2188,534539,,
26208,1294,,,,534547,,Winning Moves Germany
,1294,,German,2188,534547,,
28,1294,,,,497458,,Parker Brothers
,1294,,German,2188,497458,,
51,1294,,,,445856,,Hasbro
,1294,,German,2188,445856,,
51,1294,,,,68947,,Hasbro
,1294,,Spanish,2203,68947,,
51,1294,,,,278009,,Hasbro
,1294,,Portuguese,2200,278009,,
51,1294,,,,212846,,Hasbro
28,1294,,,,212846,,Parker Brothers
,1294,,Portuguese,2200,212846,,
51,1294,,,,426769,,Hasbro
,1294,,English,2184,426769,,
51,1294,,,,619576,,Hasbro
,1294,,English,2184,619576,,
51,1294,,,,420373,,Hasbro
,1294,,English,2184,420373,,
51,1294,,,,191592,,Hasbro
,1294,3,,,191592,(Uncredited),
,1294,,English,2184,191592,,
51,1294,,,,467643,,Hasbro
32781,1294,,,,467643,,Winning Moves UK Ltd.
,1294,,English,2184,467643,,
51,1294,,,,225776,,Hasbro
,1294,,English,2184,225776,,
51,1294,,,,321349,,Hasbro
,1294,,English,2184,321349,,
51,1294,,,,291362,,Hasbro
,1294,,English,2184,291362,,
51,1294,,,,305529,,Hasbro
,1294,,English,2184,305529,,
,1294,,French,2187,305529,,
51,1294,,,,479546,,Hasbro
,1294,,English,2184,479546,,
51,1294,,,,229612,,Hasbro
,1294,,Finnish,2186,229612,,
51,1294,,,,102114,,Hasbro
634,1294,,,,102114,,The Op
,1294,,English,2184,102114,,
51,1294,,,,376703,,Hasbro
,1294,,French,2187,376703,,
51,1294,,,,212768,,Hasbro
,1294,,English,2184,212768,,
51,1294,,,,290305,,Hasbro
28,1294,,,,290305,,Parker Brothers
,1294,,English,2184,290305,,
51,1294,,,,297960,,Hasbro
,1294,,German,2188,297960,,
51,1294,,,,483538,,Hasbro
,1294,,German,2188,483538,,
51,1294,,,,451544,,Hasbro
,1294,,Italian,2193,451544,,
51,1294,,,,456005,,Hasbro
,1294,,Danish,2182,456005,,
,1294,,Finnish,2186,456005,,
,1294,,Norwegian,2198,456005,,
,1294,,Swedish,2204,456005,,
51,1294,,,,212908,,Hasbro
,1294,28100,,,212908,Matt Groening,
,1294,,Portuguese,2200,212908,,
51,1294,,,,164840,,Hasbro
,1294,,English,2184,164840,,
51,1294,,,,510728,,Hasbro
,1294,,Spanish,2203,510728,,
51,1294,,,,576103,,Hasbro
28,1294,,,,576103,,Parker Brothers
,1294,,Spanish,2203,576103,,
51,1294,,,,365495,,Hasbro
,1294,28100,,,365495,Matt Groening,
,1294,,Spanish,2203,365495,,
51,1294,,,,457934,,Hasbro
,1294,,Spanish,2203,457934,,
51,1294,,,,449902,,Hasbro
28,1294,,,,449902,,Parker Brothers
,1294,,Spanish,2203,449902,,
51,1294,,,,199912,,Hasbro
28,1294,,,,199912,,Parker Brothers
,1294,,Dutch,2183,199912,,
,1294,,French,2187,199912,,
51,1294,,,,210658,,Hasbro
4653,1294,,,,210658,,Parker Spiele
,1294,,Hungarian,2191,210658,,
51,1294,,,,437219,,Hasbro
634,1294,,,,437219,,The Op
,1294,,English,2184,437219,,
51,1294,,,,609315,,Hasbro
,1294,,Italian,2193,609315,,
51,1294,,,,651747,,Hasbro
34108,1294,,,,651747,,Winning Moves International Ltd
,1294,,Italian,2193,651747,,
3922,1294,,,,103475,,John Waddington Ltd.
,1294,,English,2184,103475,,
3922,1294,,,,103483,,John Waddington Ltd.
,1294,,English,2184,103483,,
3540,1294,,,,103491,,Joker
,1294,,Danish,2182,103491,,
3540,1294,,,,103492,,Joker
,1294,,Finnish,2186,103492,,
3540,1294,,,,412568,,Joker
,1294,,Swedish,2204,412568,,
2721,1294,,,,223701,,Kod Kod
28,1294,,,,223701,,Parker Brothers
,1294,,Hebrew,2190,223701,,
51,1294,,,,525887,,Hasbro
8291,1294,,,,525887,,Korea Boardgames
,1294,,Korean,2195,525887,,
13707,1294,,,,544502,,HanbitSoft
,1294,,Korean,2195,544502,,
7017,1294,,,,103496,,Magic Toys
,1294,,Turkish,2349,103496,,
2627,1294,,,,103490,,Majora
,1294,,Portuguese,2200,103490,,
2627,1294,,,,212835,,Majora
,1294,,Portuguese,2200,212835,,
920,1294,,,,212840,,Miro Company
,1294,,French,2187,212840,,
920,1294,,,,103494,,Miro Company
,1294,,French,2187,103494,,
920,1294,,,,70241,,Miro Company
,1294,,French,2187,70241,,
,1294,,German,2188,70241,,
51,1294,,,,552635,,Hasbro
,1294,,Bosnian,2817,552635,,
,1294,,Bulgarian,2675,552635,,
,1294,,Catalan,2179,552635,,
,1294,,Czech,2180,552635,,
,1294,,German,2188,552635,,
,1294,,Hungarian,2191,552635,,
,1294,,Romanian,2201,552635,,
,1294,,Serbian,2681,552635,,
,1294,,Slovak,2206,552635,,
,1294,,Slovenian,2207,552635,,
51,1294,,,,33560,,Hasbro
,1294,,Swedish,2204,33560,,
6876,1294,,,,328245,,Nilco S.A.
,1294,,Greek,2189,328245,,
28,1294,,,,103478,,Parker Brothers
,1294,,French,2187,103478,,
28,1294,,,,212834,,Parker Brothers
,1294,,English,2184,212834,,
28,1294,,,,264587,,Parker Brothers
,1294,,English,2184,264587,,
28,1294,,,,212770,,Parker Brothers
,1294,,English,2184,212770,,
28,1294,,,,43320,,Parker Brothers
,1294,,English,2184,43320,,
28,1294,,,,212912,,Parker Brothers
,1294,,English,2184,212912,,
28,1294,,,,63780,,Parker Brothers
,1294,,English,2184,63780,,
28,1294,,,,212906,,Parker Brothers
,1294,,English,2184,212906,,
28,1294,,,,24743,,Parker Brothers
,1294,,English,2184,24743,,
28,1294,,,,76515,,Parker Brothers
,1294,,English,2184,76515,,
28,1294,,,,180796,,Parker Brothers
,1294,,English,2184,180796,,
28,1294,,,,29157,,Parker Brothers
,1294,,English,2184,29157,,
28,1294,,,,79881,,Parker Brothers
,1294,,English,2184,79881,,
28,1294,,,,103481,,Parker Brothers
,1294,,English,2184,103481,,
51,1294,,,,226414,,Hasbro
28,1294,,,,226414,,Parker Brothers
,1294,,English,2184,226414,,
28,1294,,,,29315,,Parker Brothers
,1294,,English,2184,29315,,
,1294,,French,2187,29315,,
28,1294,,,,337593,,Parker Brothers
,1294,,English,2184,337593,,
,1294,,French,2187,337593,,
28,1294,,,,212803,,Parker Brothers
,1294,,English,2184,212803,,
,1294,,French,2187,212803,,
51,1294,,,,533037,,Hasbro
28,1294,,,,533037,,Parker Brothers
,1294,,English,2184,533037,,
,1294,,French,2187,533037,,
28,1294,,,,51690,,Parker Brothers
,1294,,English,2184,51690,,
,1294,,French,2187,51690,,
28,1294,,,,212794,,Parker Brothers
,1294,15438,,,212794,Drew Struzan,
,1294,,English,2184,212794,,
,1294,,Spanish,2203,212794,,
28,1294,,,,296596,,Parker Brothers
,1294,,English,2184,296596,,
,1294,,Spanish,2203,296596,,
28,1294,,,,51688,,Parker Brothers
,1294,,English,2184,51688,,
,1294,,Spanish,2203,51688,,
51,1294,,,,538316,,Hasbro
,1294,,English,2184,538316,,
,1294,,French,2187,538316,,
28,1294,,,,103497,,Parker Brothers
,1294,,Chinese,2181,103497,,
,1294,,English,2184,103497,,
28,1294,,,,103477,,Parker Brothers
,1294,,Japanese,2194,103477,,
28,1294,,,,147193,,Parker Brothers
,1294,,English,2184,147193,,
28,1294,,,,69068,,Parker Brothers
,1294,,English,2184,69068,,
51,1294,,,,51298,,Hasbro
28,1294,,,,51298,,Parker Brothers
,1294,28100,,,51298,Matt Groening,
,1294,,English,2184,51298,,
28,1294,,,,71198,,Parker Brothers
,1294,3,,,71198,(Uncredited),
,1294,,English,2184,71198,,
28,1294,,,,88711,,Parker Brothers
,1294,28100,,,88711,Matt Groening,
,1294,,English,2184,88711,,
28,1294,,,,73613,,Parker Brothers
,1294,,English,2184,73613,,
51,1294,,,,26094,,Hasbro
28,1294,,,,26094,,Parker Brothers
,1294,,English,2184,26094,,
51,1294,,,,129419,,Hasbro
28,1294,,,,129419,,Parker Brothers
,1294,,English,2184,129419,,
51,1294,,,,187276,,Hasbro
28,1294,,,,187276,,Parker Brothers
,1294,,English,2184,187276,,
4653,1294,,,,212771,,Parker Spiele
,1294,,Chinese,2181,212771,,
51,1294,,,,289048,,Hasbro
28,1294,,,,289048,,Parker Brothers
,1294,,Danish,2182,289048,,
51,1294,,,,287219,,Hasbro
28,1294,,,,287219,,Parker Brothers
,1294,,Danish,2182,287219,,
28,1294,,,,212910,,Parker Brothers
,1294,,Dutch,2183,212910,,
28,1294,,,,36869,,Parker Brothers
,1294,,Dutch,2183,36869,,
4653,1294,,,,248832,,Parker Spiele
,1294,,Dutch,2183,248832,,
51,1294,,,,272404,,Hasbro
,1294,,Dutch,2183,272404,,
4653,1294,,,,212877,,Parker Spiele
,1294,,English,2184,212877,,
28,1294,,,,212766,,Parker Brothers
,1294,,English,2184,212766,,
28,1294,,,,103489,,Parker Brothers
,1294,,Finnish,2186,103489,,
51,1294,,,,176206,,Hasbro
28,1294,,,,176206,,Parker Brothers
,1294,,Finnish,2186,176206,,
4653,1294,,,,212795,,Parker Spiele
,1294,,French,2187,212795,,
28,1294,,,,650389,,Parker Brothers
,1294,,French,2187,650389,,
28,1294,,,,244079,,Parker Brothers
,1294,,French,2187,244079,,
4653,1294,,,,212839,,Parker Spiele
,1294,,French,2187,212839,,
28,1294,,,,365997,,Parker Brothers
,1294,,German,2188,365997,,
28,1294,,,,171964,,Parker Brothers
,1294,,German,2188,171964,,
28,1294,,,,114437,,Parker Brothers
,1294,,German,2188,114437,,
28,1294,,,,78663,,Parker Brothers
,1294,,German,2188,78663,,
4653,1294,,,,203511,,Parker Spiele
,1294,,German,2188,203511,,
28,1294,,,,82922,,Parker Brothers
,1294,,German,2188,82922,,
4653,1294,,,,564117,,Parker Spiele
,1294,,German,2188,564117,,
28,1294,,,,182717,,Parker Brothers
,1294,,German,2188,182717,,
4653,1294,,,,329823,,Parker Spiele
,1294,,German,2188,329823,,
51,1294,,,,564019,,Hasbro
,1294,,German,2188,564019,,
28,1294,,,,164383,,Parker Brothers
,1294,,German,2188,164383,,
28,1294,,,,231479,,Parker Brothers
,1294,,German,2188,231479,,
51,1294,,,,235757,,Hasbro
28,1294,,,,235757,,Parker Brothers
,1294,,German,2188,235757,,
4653,1294,,,,183620,,Parker Spiele
,1294,,German,2188,183620,,
4653,1294,,,,213006,,Parker Spiele
,1294,,German,2188,213006,,
28,1294,,,,213007,,Parker Brothers
,1294,,German,2188,213007,,
4653,1294,,,,212769,,Parker Spiele
,1294,,German,2188,212769,,
4653,1294,,,,212891,,Parker Spiele
95,1294,,,,212891,,Waddingtons
,1294,,Greek,2189,212891,,
28,1294,,,,288133,,Parker Brothers
,1294,,Greek,2189,288133,,
51,1294,,,,212911,,Hasbro
4653,1294,,,,212911,,Parker Spiele
,1294,,Greek,2189,212911,,
51,1294,,,,39725,,Hasbro
28,1294,,,,39725,,Parker Brothers
,1294,,Greek,2189,39725,,
51,1294,,,,121195,,Hasbro
28,1294,,,,121195,,Parker Brothers
,1294,,Greek,2189,121195,,
51,1294,,,,183563,,Hasbro
28,1294,,,,183563,,Parker Brothers
,1294,,Hungarian,2191,183563,,
28,1294,,,,460714,,Parker Brothers
,1294,,Italian,2193,460714,,
28,1294,,,,228027,,Parker Brothers
,1294,,Italian,2193,228027,,
51,1294,,,,447482,,Hasbro
28,1294,,,,447482,,Parker Brothers
,1294,,Italian,2193,447482,,
28,1294,,,,527722,,Parker Brothers
,1294,,Italian,2193,527722,,
51,1294,,,,212767,,Hasbro
28,1294,,,,212767,,Parker Brothers
,1294,,Danish,2182,212767,,
,1294,,Finnish,2186,212767,,
,1294,,Norwegian,2198,212767,,
,1294,,Swedish,2204,212767,,
28,1294,,,,103499,,Parker Brothers
,1294,,Norwegian,2198,103499,,
28,1294,,,,103486,,Parker Brothers
,1294,,Polish,2199,103486,,
51,1294,,,,212897,,Hasbro
4653,1294,,,,212897,,Parker Spiele
,1294,,Portuguese,2200,212897,,
51,1294,,,,212850,,Hasbro
4653,1294,,,,212850,,Parker Spiele
,1294,,Russian,2202,212850,,
4653,1294,,,,212844,,Parker Spiele
,1294,,Spanish,2203,212844,,
51,1294,,,,212852,,Hasbro
4653,1294,,,,212852,,Parker Spiele
,1294,,Spanish,2203,212852,,
28,1294,,,,433736,,Parker Brothers
,1294,,Spanish,2203,433736,,
4653,1294,,,,269174,,Parker Spiele
,1294,,Czech,2180,269174,,
28,1294,,,,367340,,Parker Brothers
,1294,,Swedish,2204,367340,,
28,1294,,,,466053,,Parker Brothers
,1294,,Swedish,2204,466053,,
51,1294,,,,472353,,Hasbro
28,1294,,,,472353,,Parker Brothers
,1294,,Swedish,2204,472353,,
28,1294,,,,33564,,Parker Brothers
,1294,,Swedish,2204,33564,,
28,1294,,,,103780,,Parker Brothers
,1294,,Swedish,2204,103780,,
4653,1294,,,,212778,,Parker Spiele
,1294,,Spanish,2203,212778,,
51,1294,,,,52586,,Hasbro
,1294,,English,2184,52586,,
30098,1294,,,,270494,,"Spółdzielnia Rzemieślnicza ""Otwock"""
,1294,,Polish,2199,270494,,
38,1294,,,,145381,,Schmidt Spiele
,1294,,German,2188,145381,,
4933,1294,,,,192876,,Smeets & Schippers
,1294,,Dutch,2183,192876,,
3922,1294,,,,698093,,John Waddington Ltd.
31874,1294,,,,698093,,Manhattan Agencies
28,1294,,,,698093,,Parker Brothers
,1294,,Afrikaans,2677,698093,,
,1294,,English,2184,698093,,
46638,1294,,,,532000,,Eleven Force
51,1294,,,,532000,,Hasbro
,1294,,Spanish,2203,532000,,
51,1294,,,,652162,,Hasbro
,1294,,Spanish,2203,652162,,
51,1294,,,,672571,,Hasbro
,1294,,Swedish,2204,672571,,
3320,1294,,,,69817,,(Unknown)
,1294,,Russian,2202,69817,,
634,1294,,,,39765,,The Op
,1294,,English,2184,39765,,
634,1294,,,,159934,,The Op
,1294,,English,2184,159934,,
634,1294,,,,52443,,The Op
,1294,28100,,,52443,Matt Groening,
,1294,,English,2184,52443,,
634,1294,,,,121280,,The Op
,1294,,English,2184,121280,,
634,1294,,,,25231,,The Op
,1294,,English,2184,25231,,
51,1294,,,,66310,,Hasbro
634,1294,,,,66310,,The Op
,1294,,English,2184,66310,,
634,1294,,,,263622,,The Op
,1294,,English,2184,263622,,
634,1294,,,,212793,,The Op
,1294,,English,2184,212793,,
95,1294,,,,212838,,Waddingtons
,1294,,English,2184,212838,,
95,1294,,,,212909,,Waddingtons
,1294,,English,2184,212909,,
95,1294,,,,136046,,Waddingtons
,1294,,English,2184,136046,,
95,1294,,,,212874,,Waddingtons
,1294,,English,2184,212874,,
95,1294,,,,32895,,Waddingtons
,1294,,English,2184,32895,,
95,1294,,,,212878,,Waddingtons
,1294,,English,2184,212878,,
95,1294,,,,25548,,Waddingtons
,1294,,English,2184,25548,,
95,1294,,,,76429,,Waddingtons
,1294,28100,,,76429,Matt Groening,
,1294,,English,2184,76429,,
95,1294,,,,363512,,Waddingtons
,1294,,English,2184,363512,,
95,1294,,,,371613,,Waddingtons
,1294,,English,2184,371613,,
95,1294,,,,212776,,Waddingtons
,1294,,English,2184,212776,,
95,1294,,,,103476,,Waddingtons
,1294,,English,2184,103476,,
4653,1294,,,,212893,,Parker Spiele
95,1294,,,,212893,,Waddingtons
,1294,,English,2184,212893,,
95,1294,,,,659184,,Waddingtons
,1294,,English,2184,659184,,
,1294,,French,2187,659184,,
,1294,,German,2188,659184,,
,1294,,Italian,2193,659184,,
95,1294,,,,212851,,Waddingtons
,1294,,English,2184,212851,,
95,1294,,,,212798,,Waddingtons
,1294,,English,2184,212798,,
23872,1294,,,,276276,,Winning Moves Australia Pty Ltd
,1294,,English,2184,276276,,
59,1294,,,,468155,,Winning Moves Games (USA)
,1294,,English,2184,468155,,
59,1294,,,,191588,,Winning Moves Games (USA)
,1294,,English,2184,191588,,
26208,1294,,,,225188,,Winning Moves Germany
,1294,,German,2188,225188,,
24099,1294,,,,184219,,Winning Solutions (WS Game Company)
,1294,,English,2184,184219,,
24099,1294,,,,292086,,Winning Solutions (WS Game Company)
,1294,,English,2184,292086,,
24099,1294,,,,552861,,Winning Solutions (WS Game Company)
,1294,,English,2184,552861,,
24099,1294,,,,417457,,Winning Solutions (WS Game Company)
,1294,,English,2184,417457,,
24099,1294,,,,693134,,Winning Solutions (WS Game Company)
,1294,,English,2184,693134,,
59,1294,,,,40987,,Winning Moves Games (USA)
,1294,,English,2184,40987,,
1772,1295,,,,158042,,Clipper
,1295,,Dutch,2183,158042,,
229,1295,,,,102311,,Decipher
,1295,,English,2184,102311,,
229,1295,,,,31671,,Decipher
,1295,,English,2184,31671,,
4,1295,,,,175607,,(Self-Published)
,1295,,English,2184,175607,,
8931,1295,,,,270496,,MB Jeux
,1295,,French,2187,270496,,
4554,1295,,,,98931,,MB Spellen
,1295,,Dutch,2183,98931,,
20,1295,,,,385719,,Milton Bradley
,1295,,English,2184,385719,,
20,1295,,,,70582,,Milton Bradley
,1295,,German,2188,70582,,
920,1295,,,,170693,,Miro Company
,1295,,French,2187,170693,,
920,1295,,,,262654,,Miro Company
,1295,,French,2187,262654,,
28,1295,,,,161363,,Parker Brothers
,1295,,English,2184,161363,,
28,1295,,,,413095,,Parker Brothers
,1295,,English,2184,413095,,
28,1295,,,,48349,,Parker Brothers
,1295,,English,2184,48349,,
28,1295,,,,216473,,Parker Brothers
,1295,,English,2184,216473,,
28,1295,,,,646292,,Parker Brothers
4653,1295,,,,646292,,Parker Spiele
,1295,,Finnish,2186,646292,,
4653,1295,,,,270516,,Parker Spiele
,1295,,German,2188,270516,,
4653,1295,,,,583139,,Parker Spiele
,1295,,German,2188,583139,,
28,1295,,,,516567,,Parker Brothers
,1295,,German,2188,516567,,
4009,1295,,,,29270,,Pente Games
,1295,,English,2184,29270,,
,1295,,French,2187,29270,,
4009,1295,,,,228338,,Pente Games
,1295,,English,2184,228338,,
4009,1295,,,,89565,,Pente Games
,1295,,English,2184,89565,,
4009,1295,,,,156671,,Pente Games
,1295,,English,2184,156671,,
4009,1295,,,,188333,,Pente Games
,1295,,English,2184,188333,,
4009,1295,,,,130963,,Pente Games
,1295,,English,2184,130963,,
354,1295,,,,48350,,Gabriel
4009,1295,,,,48350,,Pente Games
,1295,,English,2184,48350,,
28,1295,,,,29923,,Parker Brothers
,1295,544,,,29923,Gary Gabrel,
,1295,,Swedish,2204,29923,,
59,1295,,,,36437,,Winning Moves Games (USA)
,1295,,English,2184,36437,,
59,1295,,,,82528,,Winning Moves Games (USA)
,1295,,English,2184,82528,,
51,1295,,,,403612,,Hasbro
59,1295,,,,403612,,Winning Moves Games (USA)
,1295,,English,2184,403612,,
51,1295,,,,188325,,Hasbro
59,1295,,,,188325,,Winning Moves Games (USA)
,1295,,English,2184,188325,,
59,1295,,,,32862,,Winning Moves Games (USA)
,1295,,German,2188,32862,,
28,1297,,,,160797,,Parker Brothers
,1297,3,,,160797,(Uncredited),
,1297,,German,2188,160797,,
28,1297,,,,25920,,Parker Brothers
,1297,,English,2184,25920,,
28,1298,,,,146409,,Parker Brothers
,1298,,Dutch,2183,146409,,
28,1298,,,,30768,,Parker Brothers
,1298,,English,2184,30768,,
51,1298,,,,184460,,Hasbro
,1298,,French,2187,184460,,
28,1298,,,,114556,,Parker Brothers
,1298,,English,2184,114556,,
28,1298,,,,110355,,Parker Brothers
,1298,,English,2184,110355,,
51,1299,,,,450633,,Hasbro
7216,1299,,,,450633,,Horn Abbot International
28,1299,,,,450633,,Parker Brothers
,1299,,Danish,2182,450633,,
51,1299,,,,267833,,Hasbro
,1299,,Dutch,2183,267833,,
28,1299,,,,105614,,Parker Brothers
,1299,,English,2184,105614,,
51,1299,,,,382150,,Hasbro
,1299,,Finnish,2186,382150,,
51,1299,,,,169344,,Hasbro
28,1299,,,,169344,,Parker Brothers
,1299,,French,2187,169344,,
28,1299,,,,215095,,Parker Brothers
,1299,,German,2188,215095,,
28,1299,,,,554982,,Parker Brothers
,1299,,German,2188,554982,,
51,1299,,,,240178,,Hasbro
7216,1299,,,,240178,,Horn Abbot International
28,1299,,,,240178,,Parker Brothers
,1299,,Hungarian,2191,240178,,
51,1299,,,,169759,,Hasbro
,1299,,Swedish,2204,169759,,
47,1300,,,,27084,,Queen Games
,1300,12676,,,27084,Elena Obermüller,
,1300,,German,2188,27084,,
13,1301,,,,25501,,Wizards of the Coast
,1301,16057,,,25501,Ash Arnett,
,1301,13526,,,25501,Doug Chaffee,
,1301,25255,,,25501,Craig Hooper,
,1301,13636,,,25501,Mike Kimble,
,1301,89617,,,25501,Tony Luke,
,1301,19806,,,25501,Margaret Organ-Kean,
,1301,14625,,,25501,Mark Poole,
,1301,,English,2184,25501,,
13,1301,,,,436033,,Wizards of the Coast
,1301,,French,2187,436033,,
4,1302,,,,293414,,(Self-Published)
