game_id,name,type,year_published,min_players,max_players,min_play_time,max_play_time,min_age,thumbnail
2911,Point-Blank,boardgame,1979,2,2,10,10,8,https://cf.geekdo-images.com/3TwbsDb6vObmGKJRNFK3vg__thumb/img/wNiEWOUzoHAlZkU6wKdX7AUDGsw=/fit-in/200x150/filters:strip_icc()/pic461397.jpg
2912,Hounds and Jackals: Game of the Pharaohs,boardgame,-2000,2,2,20,20,6,https://cf.geekdo-images.com/wiKsspTg_RTcH7hZ81ea1g__thumb/img/001lIUXYdCzKKdXkKGqJeMORbrE=/fit-in/200x150/filters:strip_icc()/pic403372.jpg
2916,File 13,boardgame,1983,1,4,30,30,10,https://cf.geekdo-images.com/SFyZBBaG2ozBFtccV1JAvw__thumb/img/P3Po8ob0C5R8uEiag-68yL_R0ws=/fit-in/200x150/filters:strip_icc()/pic1268670.jpg
2917,Age of Chivalry,boardgame,1992,1,2,120,120,12,https://cf.geekdo-images.com/Pc6gIEWHbvhMMvCz5KJaIA__thumb/img/s3RfZ6Ph7bsbVmAu5pEOqew1JDw=/fit-in/200x150/filters:strip_icc()/pic8038.jpg
2918,The Last Crusade,boardgame,1995,2,2,120,120,10,https://cf.geekdo-images.com/ZH2Fz4jOYJKnDf3vXYf6oQ__thumb/img/_bPP6J1UaQO23-nSLnvQ52-fDks=/fit-in/200x150/filters:strip_icc()/pic82392.jpg
2919,Search for the Emperor's Treasure,boardgame,1981,2,10,60,60,10,https://cf.geekdo-images.com/9Pjiysq7mKK7koovduUogA__thumb/img/ZWCxlSmV6ChdGhgy15vUrLPzBqM=/fit-in/200x150/filters:strip_icc()/pic306339.jpg
2920,Highway to the Kremlin: Napoleon's March on Moscow,boardgame,2001,2,4,180,180,12,https://cf.geekdo-images.com/bKivGnCPn6n3rTGaMh9-Mw__thumb/img/fGHMAzyF3yLJfKeEimDGvhkJzuc=/fit-in/200x150/filters:strip_icc()/pic7692.jpg
2921,The Game of Life,boardgame,1960,2,6,60,60,8,https://cf.geekdo-images.com/c4S2XDRb_DCYCAV-ZAzDpg__thumb/img/tAejWvDTc-mXjX2euOrJwaXP2Y8=/fit-in/200x150/filters:strip_icc()/pic288405.jpg
2922,Chairs,boardgame,1999,1,99,20,20,5,https://cf.geekdo-images.com/I7lYNVVkRkOB3VdpwxLqVg__thumb/img/NM2CkJkB_ROJz3FvAPWhAhJ59ng=/fit-in/200x150/filters:strip_icc()/pic127152.jpg
2923,Listen Up!,boardgame,1997,3,8,30,30,0,https://cf.geekdo-images.com/gMjgYUJeJwJhK1GLfmtpVQ__thumb/img/0CRm2XAeXFRNfrclwpaFThR3iJM=/fit-in/200x150/filters:strip_icc()/pic11604.jpg
2924,Mr. Ree!:  The Fireside Detective,boardgame,1937,4,7,60,60,10,https://cf.geekdo-images.com/ekAjRrtST470TvJ8k4SSSQ__thumb/img/R7BY4VeIkf1kqcmntIuOJXlV7L0=/fit-in/200x150/filters:strip_icc()/pic760019.jpg
2925,The Dukes of Hazzard Game,boardgame,1981,2,4,30,30,7,https://cf.geekdo-images.com/JavA6tBvBO2umD9Q2gq2RA__thumb/img/M3fWVsyixF-415nyt5k-3EWRacs=/fit-in/200x150/filters:strip_icc()/pic43086.jpg
2926,The Goonies,boardgame,1985,2,4,30,30,7,https://cf.geekdo-images.com/JSbOwKp-6M9la1WdDw4iAg__thumb/img/H-49l9Q7ZY6O9EsIntcKj0JJ1Ko=/fit-in/200x150/filters:strip_icc()/pic383324.jpg
2927,Slasher: The Final Cut,boardgame,1994,3,6,60,60,12,https://cf.geekdo-images.com/-xZRBWH8i9JKImUUvOdjNQ__thumb/img/bkpjG5Pn8oQfR6frrNx01kjHeL4=/fit-in/200x150/filters:strip_icc()/pic864875.jpg
2929,Monopoly: The .com Edition,boardgame,2000,2,8,60,60,8,https://cf.geekdo-images.com/JNP5DXhP5hmgO3WltHztYg__thumb/img/SQwC9dOHb_1ualGD_d0OCi-WT8M=/fit-in/200x150/filters:strip_icc()/pic3492049.jpg
2930,"The Game of Hoboken, New Jersey",boardgame,0,2,6,60,60,0,https://cf.geekdo-images.com/Fg75hksvFMdomQ0ihqDtIA__thumb/img/qDlN_nUeozHL7afmDBgv1GHhUGY=/fit-in/200x150/filters:strip_icc()/pic39158.jpg
2931,New York in a Box,boardgame,2004,2,8,60,60,8,https://cf.geekdo-images.com/g31HFZPtqJ3SOzQKXwFBsg__thumb/img/Z5IUiYswxC7LL9gVzLaeDc3Atq0=/fit-in/200x150/filters:strip_icc()/pic195680.jpg
2932,Hnefatafl,boardgame,400,2,2,20,20,7,https://cf.geekdo-images.com/rIXE-wL-BnaMBQUwf_5VxQ__thumb/img/72FVGz1krTQuJ-OdOvOV-16s2RQ=/fit-in/200x150/filters:strip_icc()/pic1812568.jpg
2933,Ringside,boardgame,1980,2,2,60,60,10,https://cf.geekdo-images.com/2MxSL96UM5jL8Dwso0yLiw__thumb/img/AHnpJWX-gAK1edt8SIS3h7_6e8c=/fit-in/200x150/filters:strip_icc()/pic1515552.jpg
2934,Square Dance,boardgame,1996,2,2,10,20,8,https://cf.geekdo-images.com/FVeSeWTqJXrj_0z_2496VA__thumb/img/e2V_WSEiVPTTA-59KL53vfduW6M=/fit-in/200x150/filters:strip_icc()/pic274503.jpg
2935,Tashkent Domino,boardgame,1995,2,2,10,10,8,https://cf.geekdo-images.com/iQoQSRs7K62_lVUbZkqK0g__thumb/img/-WSWgdCsbZJMkd-jeUmoKwna_34=/fit-in/200x150/filters:strip_icc()/pic1373707.jpg
2936,Dice Run,boardgame,2002,2,6,30,30,10,https://cf.geekdo-images.com/WVkxUQdAJ3JAMIfkfg7AyQ__thumb/img/4yd5Vdv6plCl8-6jYMPxNZL9X6Q=/fit-in/200x150/filters:strip_icc()/pic2248206.jpg
2937,Diceland,boardgame,2002,2,2,30,30,10,https://cf.geekdo-images.com/H1zVReCI1PrFhQ6mt5yJog__thumb/img/6_PzKa3locg2-BRRsBEFIeW5PNM=/fit-in/200x150/filters:strip_icc()/pic7560.jpg
2938,Zatre,boardgame,1990,2,6,45,45,8,https://cf.geekdo-images.com/NIbYl2le_2rL-Fz-uSbDUA__thumb/img/A9LoIBUV3ZOBpxs1ZPoHFIAi38o=/fit-in/200x150/filters:strip_icc()/pic6910831.jpg
2939,Fjord,boardgame,1982,2,2,120,120,12,https://cf.geekdo-images.com/i98DsgWtETfo1lxqiHoZkw__thumb/img/HUj3m5dIfeiNG3-EPecp5l-7qdo=/fit-in/200x150/filters:strip_icc()/pic39138.jpg
2940,A Dog's Life,boardgame,2001,2,6,90,90,8,https://cf.geekdo-images.com/mEoqvO2u-RJ5l_N60cnKEA__thumb/img/UoJ3bzsmkoSnZ6nEkoUYWaCecfw=/fit-in/200x150/filters:strip_icc()/pic193532.jpg
2941,Romance of the Three Kingdoms Card Game,boardgame,1999,2,6,120,120,12,https://cf.geekdo-images.com/18Ma_HAB1yVI3oA6PofgiQ__thumb/img/DkgU_xFxFRx7xvTa2r3nr4yYjnA=/fit-in/200x150/filters:strip_icc()/pic255254.jpg
2942,Admirals,boardgame,1972,2,2,30,30,7,https://cf.geekdo-images.com/aU7C1j8CttSIyP8jyoqzFw__thumb/img/-6GjgcG0yYxUfUh2sFFqo1mgsa8=/fit-in/200x150/filters:strip_icc()/pic137124.jpg
2943,Lepanto,boardgame,0,2,4,10,10,10,https://cf.geekdo-images.com/KnwCNhpIKU-_JLW0OgywkA__thumb/img/9E6SkE-GCMd9zYoPQxIasEDCtMg=/fit-in/200x150/filters:strip_icc()/pic5985291.jpg
2944,Halli Galli,boardgame,1990,2,6,10,10,6,https://cf.geekdo-images.com/kxYYgRlwM1NbHJHp62FLqg__thumb/img/mm0fbqc-bj7pMq2nTPBwNPrlckg=/fit-in/200x150/filters:strip_icc()/pic458934.jpg
2945,Teufel nochmal!,boardgame,1987,3,4,30,30,8,https://cf.geekdo-images.com/MBPEEuJdZrMQk-inizQZ7w__thumb/img/nhK9nwyxMgUdrk5Q1DTUuP5tgBk=/fit-in/200x150/filters:strip_icc()/pic488120.jpg
2946,Pipeline,boardgame,1993,2,4,20,20,6,https://cf.geekdo-images.com/qW51Q3WfoNtNpslBhk05sQ__thumb/img/C25hT4AWRv5SEwJ64IbN1Bve1ng=/fit-in/200x150/filters:strip_icc()/pic1306837.jpg
2947,Broker,boardgame,1961,2,6,75,75,12,https://cf.geekdo-images.com/clTjC6QxkmaidgpZbFR83w__thumb/img/auESx13Fdafuo3symiEFUAD6cGY=/fit-in/200x150/filters:strip_icc()/pic1821852.jpg
2948,Kuh & Kompagnon,boardgame,1993,2,6,60,60,8,https://cf.geekdo-images.com/P9gjJSjztkexCndYNkZ5LA__thumb/img/u0gjvgp7TyFLeRxdXK117oeCH5I=/fit-in/200x150/filters:strip_icc()/pic864913.jpg
2951,Morecambe & Wise Game,boardgame,1976,2,2,20,20,0,https://cf.geekdo-images.com/55WriYMYGRXPTZJ_ob4PqQ__thumb/img/9VbNFsT4Lsze0PqsOlXNopEsfMk=/fit-in/200x150/filters:strip_icc()/pic29072.jpg
2952,Trivial Pursuit: Genus Edition,boardgame,1981,2,24,90,90,12,https://cf.geekdo-images.com/oMJ0w0TsaIqTwhZ3ZBCKNw__thumb/img/eSGM3o8ZA6xxKqa2fTzqLpjzRms=/fit-in/200x150/filters:strip_icc()/pic387612.jpg
2955,Mexica,boardgame,2002,2,4,90,90,10,https://cf.geekdo-images.com/-bOJ-MJseZ4R9SPx-NDrQw__thumb/img/0KYcQBPLgzdLE2UqKjs-6yCtlZg=/fit-in/200x150/filters:strip_icc()/pic2470537.jpg
2956,Dirty Minds: The Game of Naughty Clues,boardgame,2021,2,6,5,45,18,https://cf.geekdo-images.com/MB0vxo01As5behq_NCmzrA__thumb/img/a2kwnfzLdy8CZHnizq6LXUXKcOc=/fit-in/200x150/filters:strip_icc()/pic431806.jpg
2957,Trivial Pursuit: The 1980's,boardgame,1989,2,6,90,90,16,https://cf.geekdo-images.com/Zqz42iueFpq-9KjkJCnLSA__thumb/img/GEV7IwdWcuFWkhQSwEpvKRSr4ts=/fit-in/200x150/filters:strip_icc()/pic1242666.jpg
2958,Let's Buy Hollywood,boardgame,1991,2,6,60,60,8,https://cf.geekdo-images.com/sBO2fXORQ6yryJNzrybmdg__thumb/img/3v9Em8VHz4S19zNBEkaDfCPk4MU=/fit-in/200x150/filters:strip_icc()/pic203258.jpg
2959,Scrabble Word Rummy,boardgame,1987,2,6,60,60,7,https://cf.geekdo-images.com/Lv2rxU0rGVpZk2j3QalCdw__thumb/img/FBbPkE-9ohSVybIaFSWRrRAUAMQ=/fit-in/200x150/filters:strip_icc()/pic48756.jpg
2960,Camden,boardgame,2002,2,4,20,20,10,https://cf.geekdo-images.com/GVcg_5wIl38X615ssVDptw__thumb/img/Dx1R_zyf6C2tgEOSOYa_6CmYHhg=/fit-in/200x150/filters:strip_icc()/pic1657716.jpg
2961,Confusion: Espionage and Deception in the Cold War,boardgame,1992,2,2,30,45,12,https://cf.geekdo-images.com/vt0C4PJ77JKfcnKhpiFyZw__thumb/img/xJcStCLeutgwH5ErUCRK8n0lT_Y=/fit-in/200x150/filters:strip_icc()/pic725683.jpg
2962,Inner Circle,boardgame,1981,2,4,20,20,8,https://cf.geekdo-images.com/ckGWqIdlekX_tis_nlQNwA__thumb/img/rD1xJyLCI1xYnpcYEVnP-77iWsE=/fit-in/200x150/filters:strip_icc()/pic274355.jpg
2963,Stockmarket,boardgame,1987,2,6,90,90,12,https://cf.geekdo-images.com/Lh8drydA1o7hpLvxyDXTOw__thumb/img/0QgYRGtbM7turYJ-jRIl1ZlMc98=/fit-in/200x150/filters:strip_icc()/pic1432984.jpg
2964,Underwriter,boardgame,1987,2,4,60,60,0,https://cf.geekdo-images.com/nmmlDmq5ouackkXGUiB3lA__thumb/img/bRw4VBPdspBqRHVHO6nkips3GVE=/fit-in/200x150/filters:strip_icc()/pic45038.jpg
2965,Kendo,boardgame,1976,2,4,30,30,10,https://cf.geekdo-images.com/337as0do6k0-rYmYvBb1-A__thumb/img/vGzO8E7o_F__6dazIRu4r1Wd3Hw=/fit-in/200x150/filters:strip_icc()/pic177941.jpg
2966,Craonne,boardgame,1982,2,2,120,120,12,https://cf.geekdo-images.com/cgTtDgJhyn1iC84V-nATZQ__thumb/img/v73Sa-EFsl3ktPLl-xBocpagZP0=/fit-in/200x150/filters:strip_icc()/pic113700.jpg
2967,Middleman,boardgame,1973,2,2,60,60,0,https://cf.geekdo-images.com/Bl-gKPOZEKx62nyRdRLvgg__thumb/img/gZH8gYO7rrYoRv69BjBPn1eiY4A=/fit-in/200x150/filters:strip_icc()/pic132535.jpg
2968,Ka-Ching!,boardgame,2001,2,4,20,20,8,https://cf.geekdo-images.com/1JnxlKyK_etE6AAWYTYhaA__thumb/img/KAGW42nRgKLBO-B5Ft0F-sVdlMg=/fit-in/200x150/filters:strip_icc()/pic1558372.jpg
2970,Squatter,boardgame,1962,2,6,90,90,10,https://cf.geekdo-images.com/jd1_CAbNjm_Gvm0HaQ_hww__thumb/img/CEh1-oox8kgwq05kn9MsZZI1-w8=/fit-in/200x150/filters:strip_icc()/pic96740.jpg
2971,Kojak Detective Game,boardgame,1975,2,4,30,30,8,https://cf.geekdo-images.com/vvMB87sFQY9DoJVO-o0SAA__thumb/img/wIKic6CyGHEhXJTDEKE5fQ0hkuc=/fit-in/200x150/filters:strip_icc()/pic1614422.jpg
2972,Fantasy Business,boardgame,2002,3,8,45,45,12,https://cf.geekdo-images.com/sepkBCELAx40KMX8qh0Gpw__thumb/img/UBX76gfzMFOlSfny2HN3UfjaNhI=/fit-in/200x150/filters:strip_icc()/pic72653.jpg
2974,Scoop,boardgame,1953,2,4,45,45,7,https://cf.geekdo-images.com/3oqLXHn9ue7EnfcfEhGXCQ__thumb/img/cRDq6wBGtV1p8tHwVt8lv1ytstg=/fit-in/200x150/filters:strip_icc()/pic179951.jpg
2975,Origins of World War II,boardgame,1971,2,5,60,60,12,https://cf.geekdo-images.com/W0l-BzwKtzKS1ZQ5S097qg__thumb/img/hQdJytLCrtIjOXXP9NNd8o8M37g=/fit-in/200x150/filters:strip_icc()/pic175880.jpg
2976,Men Against Fire,boardgame,1982,3,30,120,120,12,https://cf.geekdo-images.com/gthCG9lygg9Aec45eNRqtA__thumb/img/7OyazdP25UMHuJisl3gvgOoU3h0=/fit-in/200x150/filters:strip_icc()/pic39144.jpg
2977,Headlines,boardgame,1996,2,6,45,45,10,https://cf.geekdo-images.com/YTTwk-jaUIBjx_Yk0W_7Qg__thumb/img/0lVE6DIYW3Ctji-yNUuZkuBvpkY=/fit-in/200x150/filters:strip_icc()/pic7370709.jpg
2978,Stratego 4,boardgame,1995,2,4,45,45,8,https://cf.geekdo-images.com/-6LW9uMCIycJn8iw1uuaDQ__thumb/img/7mhVFUv1pByoY--SSNJXKp4DgWA=/fit-in/200x150/filters:strip_icc()/pic175340.jpg
2979,Bionicle Adventure Game: Quest For Makuta,boardgame,2001,2,6,60,60,8,https://cf.geekdo-images.com/KZwNbGdy9TgCZSJfzSNuzA__thumb/img/KIYYSjrrcX7fIDA6wm0C2ugbln4=/fit-in/200x150/filters:strip_icc()/pic199173.jpg
2980,The Simpsons Trivia Game,boardgame,2000,2,5,60,60,8,https://cf.geekdo-images.com/vcibhFq6RIEVMgknZN9nkQ__thumb/img/_2U5jeZlYIOvbx26lWMm2tzXy44=/fit-in/200x150/filters:strip_icc()/pic94813.jpg
2981,Breaking Away,boardgame,1991,2,9,60,90,10,https://cf.geekdo-images.com/vZ2LinNAG7YEQkCa5aGqqw__thumb/img/YLNMUfMaqKCaIg6PWKGdYfsutsE=/fit-in/200x150/filters:strip_icc()/pic2770585.jpg
2982,Task Force,boardgame,1957,2,2,30,30,8,https://cf.geekdo-images.com/bnJYVAykdGnz4dY7--kH3Q__thumb/img/JF4Pye3GDR38TT1JRs6tc96aSSc=/fit-in/200x150/filters:strip_icc()/pic6443282.png
2983,Head to Head Golf,boardgame,2001,2,4,90,90,8,https://cf.geekdo-images.com/x6CJqsLHc2-EoEMdG5-Tog__thumb/img/OEXw9ng1Tl-5t2qh8RZWNCbirP8=/fit-in/200x150/filters:strip_icc()/pic59021.jpg
2985,Train Raider,boardgame,2000,2,5,180,180,12,https://cf.geekdo-images.com/SoWSs7ZYLDDSHIZo9bOmBg__thumb/img/Z8xhhHTRLLIKbVnMzjyOkIwVsyI=/fit-in/200x150/filters:strip_icc()/pic531727.jpg
2986,Web and Starship,boardgame,1984,2,3,120,120,12,https://cf.geekdo-images.com/_uA0PScWx2rXnWWzNvuQbw__thumb/img/08T8iL9FyfywalG8vDWvsPLnTi4=/fit-in/200x150/filters:strip_icc()/pic976898.jpg
2987,Pirate's Cove,boardgame,2002,3,5,60,90,8,https://cf.geekdo-images.com/URwfRDpsxoSyN0T-Do7qrA__thumb/img/ToMVIXECfGERQADRMXzVeildv84=/fit-in/200x150/filters:strip_icc()/pic162248.jpg
2988,Sticks & Stones,boardgame,1978,1,2,45,45,10,https://cf.geekdo-images.com/AS6uQV6kAA8XaRFxXvNMRQ__thumb/img/uqnKZoshUqCsH4OWxv4xxUE5k2g=/fit-in/200x150/filters:strip_icc()/pic69419.jpg
2989,Instinct,boardgame,1998,3,6,20,20,10,https://cf.geekdo-images.com/e2zIGG6QgXLUhs_8wMO1jQ__thumb/img/WLSZqWmv68cXbBE0B8wDHn3K7UA=/fit-in/200x150/filters:strip_icc()/pic73250.jpg
2990,Balanx,boardgame,1993,2,2,20,20,8,https://cf.geekdo-images.com/Fny70DqssZR20kE2IiW1Kg__thumb/img/1Zf-IVpJt-s8lBOeq4KXXVqqhfM=/fit-in/200x150/filters:strip_icc()/pic6912031.jpg
2991,Mandala,boardgame,1983,1,4,30,90,7,https://cf.geekdo-images.com/XpiNDZqHN4VCKt68223zDw__thumb/img/Ttt1ydAI_wBsVLITRZigSss9S5Q=/fit-in/200x150/filters:strip_icc()/pic372231.jpg
2992,Rythmo,boardgame,1985,2,2,30,30,0,https://cf.geekdo-images.com/jh_BUFcBvk-tlRWaOisl4A__thumb/img/ItqJd2V7-G91sVdkepPZIng8ByY=/fit-in/200x150/filters:strip_icc()/pic45027.jpg
2994,Guderian's Blitzkrieg: The Drive on Moscow,boardgame,1992,2,2,360,360,12,https://cf.geekdo-images.com/B4SCvCWbZ45Zhld5lQJaPg__thumb/img/hD5CAJksIsbd6sQXj59Utht8qgI=/fit-in/200x150/filters:strip_icc()/pic434244.jpg
2995,Sniper!,boardgame,1973,2,2,180,180,12,https://cf.geekdo-images.com/FHCJy9ZHTBsZdj203Rixmg__thumb/img/6mXWZh6oXr1Xfg2Uu0MXkD9eiM8=/fit-in/200x150/filters:strip_icc()/pic6692563.jpg
2996,Dodge City,boardgame,1983,2,5,60,60,8,https://cf.geekdo-images.com/k6AOSdV4PmL_blMNJKfSXA__thumb/img/G119xFZ_2OWDLqSEJmBk5mIF-jI=/fit-in/200x150/filters:strip_icc()/pic35580.jpg
2997,Soldier Kings: The Seven Years War Worldwide,boardgame,2002,2,8,240,240,14,https://cf.geekdo-images.com/axgMtVpgI7dWLJV6TRa1Zg__thumb/img/yn8LAl8NwLRJ5RYX0y-5kIWxkgc=/fit-in/200x150/filters:strip_icc()/pic1000702.jpg
2998,Reds! The Russian Civil War 1918-1921,boardgame,2001,1,2,360,360,12,https://cf.geekdo-images.com/pj0p65s8rrOhT-Oc9gPNTQ__thumb/img/bkp-54kowFys9JLNtZ_-wtcxjCo=/fit-in/200x150/filters:strip_icc()/pic38284.jpg
2999,Gobbos' Banquet,boardgame,2000,2,4,45,45,8,https://cf.geekdo-images.com/FbVDmlgG3teFg41iUnu3vw__thumb/img/iXJYwlUw-gK3Zw4wFbtT-0qfRq4=/fit-in/200x150/filters:strip_icc()/pic17818.jpg
3000,1806: Rossbach Avenged,boardgame,1998,2,2,120,120,12,https://cf.geekdo-images.com/i6lIuJlGcmKWviLkMoGhyA__thumb/img/LRrBk03yGP8CHXC7xwQrx5sf3wY=/fit-in/200x150/filters:strip_icc()/pic6995928.jpg
3001,The Godfather Game,boardgame,1971,2,4,90,90,12,https://cf.geekdo-images.com/eIvjvz0_hfkZTG80gkMBgw__thumb/img/RaS1RQC_wzuq1e7V11C9gAXH9EM=/fit-in/200x150/filters:strip_icc()/pic429610.jpg
3002,Circuit,boardgame,1980,2,6,30,30,0,https://cf.geekdo-images.com/zaVwQ7pjLqMJsxILbwAnSQ__thumb/img/RhV5b06_YjbzRJWWeimEyLNLZu8=/fit-in/200x150/filters:strip_icc()/pic401541.jpg
3003,Crash Tackle Rugby Board Game,boardgame,2001,2,2,40,160,10,https://cf.geekdo-images.com/4sEnO5BqHYEWj4cGK1aQvQ__thumb/img/3MleuoZVY3E3LDZepl4AC18imoo=/fit-in/200x150/filters:strip_icc()/pic247205.jpg
3004,UNO Dice,boardgame,1987,2,6,20,20,7,https://cf.geekdo-images.com/yrblc0DGYAlaEWnrpJHrmw__thumb/img/-hoOhh-zUgSCABGn2m5m2NkvgOQ=/fit-in/200x150/filters:strip_icc()/pic406766.jpg
3005,Chess for Three,boardgame,1992,3,3,45,45,8,https://cf.geekdo-images.com/oZ6UyqqOf5AQ2JORJTdTmg__thumb/img/P2xNv3cfsMZCI2dMA5pxN2ziaIA=/fit-in/200x150/filters:strip_icc()/pic54886.jpg
3006,Pin Point,boardgame,1993,2,4,30,30,0,https://cf.geekdo-images.com/qu8-jVfdJbW_kibMBPsr8A__thumb/img/OvvjTOUi94EbO-kU2b7xA-PkvVQ=/fit-in/200x150/filters:strip_icc()/pic171598.jpg
3007,Noteability,boardgame,1990,3,6,30,30,12,https://cf.geekdo-images.com/SYYH7KTWJLprFxgX8dMK-A__thumb/img/unONPF961nsstd35lJQFvM15xLU=/fit-in/200x150/filters:strip_icc()/pic16882.jpg
3008,Wicketz,boardgame,1989,2,2,60,60,10,https://cf.geekdo-images.com/KxwkKd1Og4Xm7-r29-J08A__thumb/img/rbu3VjZlTalqRmWl7MRzxRcHQTg=/fit-in/200x150/filters:strip_icc()/pic354819.jpg
3009,King of the Mountain,boardgame,1980,2,10,45,180,8,https://cf.geekdo-images.com/GfB4dOMTjXQ_gClPPzIXOg__thumb/img/Wl0f-PbClM0FLC5kDq-xvp8-eh0=/fit-in/200x150/filters:strip_icc()/pic5047398.jpg
3011,Supermoney,boardgame,1978,2,6,60,60,0,https://cf.geekdo-images.com/djxQzzS0oHKiAPvjrVekyA__thumb/img/9Pr6UDLJWqGCSiwX88_hXHYa7bg=/fit-in/200x150/filters:strip_icc()/pic11752.jpg
3012,Group Therapy,boardgame,1969,3,8,60,60,7,https://cf.geekdo-images.com/gHCo-5hmXT0NGsn6cx4OYg__thumb/img/WJMbHtXogTbprQkY2rOPHHcMe1o=/fit-in/200x150/filters:strip_icc()/pic22848.jpg
3014,HiQue,boardgame,1998,2,2,30,30,7,https://cf.geekdo-images.com/dTsDIzQoVbFZpUsh4DVQiQ__thumb/img/uTWtnhd_g8KKXlCrGkM6kfHuDLo=/fit-in/200x150/filters:strip_icc()/pic547638.jpg
3015,Claim,boardgame,1983,2,4,60,60,10,https://cf.geekdo-images.com/0urQtHLzefErolmhAsNK9g__thumb/img/ONYtXu8JBWW3EFpk99aA2UCHnTM=/fit-in/200x150/filters:strip_icc()/pic345296.jpg
3016,"Stand & Die: The Battle of Borodino, 1941",boardgame,1991,2,2,240,240,12,https://cf.geekdo-images.com/ObKodU9gwcqquLAe0Fbjzg__thumb/img/hxj9FnPg9WQnNZojct18LRm0wao=/fit-in/200x150/filters:strip_icc()/pic21916.jpg
3017,Framed!,boardgame,1992,2,6,30,30,0,https://cf.geekdo-images.com/kGMwZ3JK-iyxr60Sn1Y2NA__thumb/img/XIYB_NHxDHajlJR5dNFyBcQmWTU=/fit-in/200x150/filters:strip_icc()/pic346591.jpg
3018,The A-Team,boardgame,1984,2,4,30,30,7,https://cf.geekdo-images.com/CR_1Uos2_eWySxTDeP74YA__thumb/img/Np8n8FsXFP8TdxjooiVawIp2uRw=/fit-in/200x150/filters:strip_icc()/pic26418.jpg
3019,Showdown Poker,boardgame,1971,2,2,30,30,8,https://cf.geekdo-images.com/QmJdUn1r6zH64QzPLYvh0A__thumb/img/UMoosHiecBgea4c7_ZF9Lqt942M=/fit-in/200x150/filters:strip_icc()/pic339364.jpg
3020,Monopoly: Looney Tunes,boardgame,2000,2,8,180,180,8,https://cf.geekdo-images.com/ungHLJaZL4B4pTcJQFXeLw__thumb/img/2F2EsVKVKhQTDITwCANfD_BYN-Q=/fit-in/200x150/filters:strip_icc()/pic773035.jpg
3021,Origins,boardgame,1995,2,6,30,30,12,https://cf.geekdo-images.com/TM8eaDqCSV3x6FVcGMO4Wg__thumb/img/LSE4qKocfUZSRk4QGkBjG79LqJk=/fit-in/200x150/filters:strip_icc()/pic27212.jpg
3022,Clue VCR Mystery Game,boardgame,1985,2,10,60,60,13,https://cf.geekdo-images.com/-NFxqjieB5PvydGKnDJuSQ__thumb/img/4D6GHIuR0soAvHwsYE2tfFogCMY=/fit-in/200x150/filters:strip_icc()/pic139848.jpg
3023,VCR 221B Baker Street,boardgame,1987,1,10,60,60,12,https://cf.geekdo-images.com/dU49u8Mi5dKC4PJWVBHjcg__thumb/img/t7d0tH9sJ3kJrGs6A1-GjXWovVA=/fit-in/200x150/filters:strip_icc()/pic280508.jpg
3024,Realm,boardgame,1973,2,2,60,60,8,https://cf.geekdo-images.com/5mJSJPZBDlOA8v-w0hzlog__thumb/img/B_k2NjUWJq8Qxow68w-7WoQkRNY=/fit-in/200x150/filters:strip_icc()/pic62478.jpg
3025,Questique,boardgame,1990,1,4,20,20,8,https://cf.geekdo-images.com/zB0MuQS8f6acJ9F8o347lg__thumb/img/0DdE6P-ql-ALvc-4Gw_o5gd6gnI=/fit-in/200x150/filters:strip_icc()/pic2928197.jpg
3026,The Book of Medieval Wargames,boardgame,1984,2,12,60,60,10,https://cf.geekdo-images.com/t9j1PAtFkt0_X_kKpmb92Q__thumb/img/kyt_r18aX8gtNEsWvVqi3tNOMCs=/fit-in/200x150/filters:strip_icc()/pic399418.jpg
