game_id,name,type,year_published,min_players,max_players,min_play_time,max_play_time,min_age,thumbnail
1075,Big Bang,boardgame,1995,2,4,15,15,5,https://cf.geekdo-images.com/Ww4Xs4mLRoL-bOE58UIxBg__thumb/img/M8p36j3Qbswr2NotwE2ZA5VXwhU=/fit-in/200x150/filters:strip_icc()/pic55241.jpg
1076,Captain Future,boardgame,1980,2,4,45,45,8,https://cf.geekdo-images.com/oWUz0sqfqP_e20hr0u_E7A__thumb/img/B2w4zHINMag9ZPHUd8a0eXTqpMg=/fit-in/200x150/filters:strip_icc()/pic31074.jpg
1077,Baubylon,boardgame,1981,2,6,60,60,10,https://cf.geekdo-images.com/Vey321D1RMpWI3KakWv-QA__thumb/img/BIxiEVcnICqUgGgEo7gCUvfsFRI=/fit-in/200x150/filters:strip_icc()/pic23662.jpg
1079,Tokami,boardgame,1998,2,5,30,30,10,https://cf.geekdo-images.com/pTYPDxY0HvW63lHSzeLyqA__thumb/img/xIKoEtd2bWjCaxqnJkOTN7FUpSk=/fit-in/200x150/filters:strip_icc()/pic5086296.jpg
1080,Evolution,boardgame,1986,2,6,45,45,10,https://cf.geekdo-images.com/L3BZMXWaOX9zZXyGedHDyQ__thumb/img/3bQoh-EJxL03Qq6wA0dbVAQrhSQ=/fit-in/200x150/filters:strip_icc()/pic279884.jpg
1081,Die Schlacht der Dinosaurier,boardgame,1993,2,4,60,60,10,https://cf.geekdo-images.com/tSnTqlvv9v9CFwML32rtdA__thumb/img/IYLbFhsIch5_6InAv2qKMaXrB9s=/fit-in/200x150/filters:strip_icc()/pic146636.jpg
1082,Invers,boardgame,1991,2,2,20,20,7,https://cf.geekdo-images.com/ew-ev3JKMpkWwYvFMfIhLg__thumb/img/6JmrZIGBVA92kwUZ6ZDbIriidfI=/fit-in/200x150/filters:strip_icc()/pic299158.jpg
1083,Hexenjagd,boardgame,1993,2,6,0,0,5,https://cf.geekdo-images.com/BKW3Y9_9f41Oq3A9OL7AdA__thumb/img/Il3JcgvJgF7nJRwyvFXzEIi3X8k=/fit-in/200x150/filters:strip_icc()/pic13602.jpg
1084,Das Gold der Maya,boardgame,1997,2,4,45,45,10,https://cf.geekdo-images.com/aul5zkWhNHBeFWC0IsVwDg__thumb/img/djPb2wv_kW64xLgcCGjaUJGxai0=/fit-in/200x150/filters:strip_icc()/pic53605.jpg
1085,Kaminett,boardgame,1992,2,4,45,45,0,https://cf.geekdo-images.com/1POtb-t_ouD3iS3nctq3tQ__thumb/img/Gh6aCMPJMQax2sN03wN4c1Xk4P8=/fit-in/200x150/filters:strip_icc()/pic198260.jpg
1086,Der Schatz der Erdgeister,boardgame,1998,2,4,45,45,12,https://cf.geekdo-images.com/A4P3AeVGcvDMeBU30pMUnQ__thumb/img/lJIeGcql7_Y2_P3xJQ6GUqXhffg=/fit-in/200x150/filters:strip_icc()/pic1134405.jpg
1087,Matschig,boardgame,1998,3,6,30,30,8,https://cf.geekdo-images.com/KQTDwFXMTsDRCRIvHybXaQ__thumb/img/-tVDyCw7Gl3CUOyN99bJ8L6t2eg=/fit-in/200x150/filters:strip_icc()/pic1197487.jpg
1088,Luftschlösser,boardgame,1988,2,4,60,60,8,https://cf.geekdo-images.com/m7PPPMKjo6gmEN7zTPlK8g__thumb/img/bkmjvF-9yPPSSnZV7U3CbkKVVWo=/fit-in/200x150/filters:strip_icc()/pic8078.jpg
1089,Feuer und Wasser,boardgame,1999,2,2,10,10,10,https://cf.geekdo-images.com/xQ6w1ZkoR6hMZB7chnNBzA__thumb/img/nRGFZ14XOFV_kfWtbVkqTlpWgZ0=/fit-in/200x150/filters:strip_icc()/pic50531.jpg
1090,YoYo,boardgame,1998,2,6,15,15,6,https://cf.geekdo-images.com/OYzlzFIHDf-qOHiHIUZuBQ__thumb/img/e2urVwDAF6x24rjaY3xZNRl7NLc=/fit-in/200x150/filters:strip_icc()/pic31616.jpg
1091,Explosiv,boardgame,1999,2,4,20,20,12,https://cf.geekdo-images.com/7QugBHwcgiEg-XSWuNTQug__thumb/img/UHtXbMsLCkJkRQ4ljlBCIvBCZaY=/fit-in/200x150/filters:strip_icc()/pic702310.jpg
1092,Die Goldene Eins,boardgame,1990,2,6,30,30,12,https://cf.geekdo-images.com/5l0kEO87klgRlKwCFeAV6g__thumb/img/jhC0BLsORpca07DPHKrpCHEt4JE=/fit-in/200x150/filters:strip_icc()/pic33022.jpg
1093,Jolly Roger,boardgame,1992,3,5,30,30,8,https://cf.geekdo-images.com/RdJ0s9fKukU17Wj_Ddf3bQ__thumb/img/3tCTBdjFHhB13bgct_D_eUPS3fw=/fit-in/200x150/filters:strip_icc()/pic1266827.jpg
1094,Assassin,boardgame,1993,3,6,30,90,10,https://cf.geekdo-images.com/vCm21LhZEpE0YrqoinafmQ__thumb/img/BfNDoTjnihkOKE8nR6cFu29vcdc=/fit-in/200x150/filters:strip_icc()/pic288381.jpg
1095,Mystery on the Nile,boardgame,1996,2,6,30,30,10,https://cf.geekdo-images.com/irnXNVs5o8AhrtHIMN3L7A__thumb/img/F9VxuQn9QyM2MNFKgrs08Vla_Vo=/fit-in/200x150/filters:strip_icc()/pic450487.jpg
1096,Four Real,boardgame,1999,2,2,60,60,10,https://cf.geekdo-images.com/N3n_6QMB55ekYBIz09rBnQ__thumb/img/6G71VFdZ3McTNRWqQ14mJ23tvfE=/fit-in/200x150/filters:strip_icc()/pic2243.jpg
1097,Don't Give Up Your Day Job!,boardgame,2000,6,41,120,120,8,https://cf.geekdo-images.com/mT8_Ub3kUiwcp7NCdAX79g__thumb/img/lAe78HAtNdERrXQ-bC06EtEGhHM=/fit-in/200x150/filters:strip_icc()/pic139086.jpg
1098,Judge Dredd,boardgame,1982,2,6,90,90,8,https://cf.geekdo-images.com/XAZETsPNTaVznHcOdo2qBw__thumb/img/VTJVM1Fb0RchxnsGF9LUj6xdBdY=/fit-in/200x150/filters:strip_icc()/pic113806.jpg
1099,Downspin,boardgame,1970,2,2,30,30,7,https://cf.geekdo-images.com/pqiAz_25slf9RHAqQ-FKxw__thumb/img/yTPNX51jy3YuhNC6KYroGjgPBbk=/fit-in/200x150/filters:strip_icc()/pic4441771.jpg
1100,Check the Ripper,boardgame,1994,2,4,45,45,12,https://cf.geekdo-images.com/TFU0swno2BqrhAUMKlEHHg__thumb/img/PpFAX0pF--_B_8UmltXxpWxaBx8=/fit-in/200x150/filters:strip_icc()/pic1815598.jpg
1101,Flying Carpet,boardgame,1987,3,6,20,20,12,https://cf.geekdo-images.com/pdmnAiCNH4qTXto4fhvqVA__thumb/img/innoY3PpP6a30M998cslP6iCgK8=/fit-in/200x150/filters:strip_icc()/pic4447554.jpg
1104,Kiezkönig,boardgame,2000,3,6,60,60,16,https://cf.geekdo-images.com/QYOK-HCine4SSW7QomMAIQ__thumb/img/hRHp62MYn9uFT3u6beq-C2zwAtU=/fit-in/200x150/filters:strip_icc()/pic1290521.jpg
1105,Titus,boardgame,2000,2,4,30,30,10,https://cf.geekdo-images.com/TjvTWhnLciIezr7dP45tlg__thumb/img/g3D1ytQQRiOPO-ALYCDd13ZH6-E=/fit-in/200x150/filters:strip_icc()/pic287978.jpg
1107,Nyet!,boardgame,1997,2,5,60,60,10,https://cf.geekdo-images.com/Hb83ZU4ZznMu__-hEm6-9A__thumb/img/p-L596k0hrrI89dKicIg5m14GoA=/fit-in/200x150/filters:strip_icc()/pic2592080.jpg
1109,Last Minute,boardgame,2000,2,3,20,20,8,https://cf.geekdo-images.com/0fE-HHIRptcc6WD-bMrZJA__thumb/img/A6CpTUvFbtrD6xlsJ4Wu0WIkkCo=/fit-in/200x150/filters:strip_icc()/pic53638.jpg
1110,Kathai,boardgame,2000,3,5,45,45,10,https://cf.geekdo-images.com/W5CA4rbwiIb2mv6gzgkBdw__thumb/img/AznCT22LySqhnviXCZpCO8lXJ5M=/fit-in/200x150/filters:strip_icc()/pic21312.jpg
1111,Taboo,boardgame,1989,4,10,20,20,12,https://cf.geekdo-images.com/e8wVvax1VqQkgCu_AST5Aw__thumb/img/liOKssTUHRIIVYERQgyHSNK33Qk=/fit-in/200x150/filters:strip_icc()/pic212946.jpg
1114,Botany Bay,boardgame,1999,3,4,360,360,12,https://cf.geekdo-images.com/dDtWSS2MJz61wqga8eX_EQ__thumb/img/qz29lxGtEncyxQGasywLJm2i1_A=/fit-in/200x150/filters:strip_icc()/pic36714.jpg
1115,Poker,boardgame,1810,2,10,60,60,12,https://cf.geekdo-images.com/QhsvR9GY0LbTpj27fairWA__thumb/img/_Nvnav-rd4ckyC_lMKYu0AqC06I=/fit-in/200x150/filters:strip_icc()/pic186610.jpg
1116,Oh Hell!,boardgame,1930,3,7,30,30,10,https://cf.geekdo-images.com/Q3j5xIGSTZzw_Nd7lEDPzw__thumb/img/Hh9LrGBFhot2KqTaHzYvlqXz8VI=/fit-in/200x150/filters:strip_icc()/pic616572.jpg
1117,You're Bluffing!,boardgame,1985,3,5,45,45,10,https://cf.geekdo-images.com/j7k4vyu3nOY0vOlizLznZQ__thumb/img/L-_9aXOVPSvibia42APGUbeSq2o=/fit-in/200x150/filters:strip_icc()/pic1068602.jpg
1120,Silver Mine,boardgame,1992,2,6,30,45,7,https://cf.geekdo-images.com/-1R3Equ02YxiIJI-DtWc0g__thumb/img/IU3ZYQrwWJtZ4vRYqp3XdYlVPcw=/fit-in/200x150/filters:strip_icc()/pic6959685.jpg
1122,Dry Gulch,boardgame,1999,3,6,150,150,10,https://cf.geekdo-images.com/3-RoUBF7c5_ZWXxFdg1qPg__thumb/img/3COvfS_jgybtN3blcr-lhvMw3iw=/fit-in/200x150/filters:strip_icc()/pic115473.jpg
1125,Big Shot,boardgame,2001,2,4,30,30,10,https://cf.geekdo-images.com/8d0-pfCd9MQMT0mDqYR71w__thumb/img/Wh-vnoPvtQK5wPdUTwrRfR-4Xdg=/fit-in/200x150/filters:strip_icc()/pic7078442.png
1126,Car Wars: The Card Game,boardgame,1991,2,6,60,60,10,https://cf.geekdo-images.com/jIXHYOzg05i9yWPvjLgTOw__thumb/img/kmD92OU2IyK4srGwZ8mPDNVy9Pw=/fit-in/200x150/filters:strip_icc()/pic2528311.jpg
1127,Encounters,boardgame,1982,2,4,60,60,10,https://cf.geekdo-images.com/x5ls-Nd2aLKqnbATw-g5nw__thumb/img/C1D-P7y9n-Ppm9K7zwqbCiEjEpU=/fit-in/200x150/filters:strip_icc()/pic3950.jpg
1129,Archimedes,boardgame,1995,2,3,20,20,10,https://cf.geekdo-images.com/WlV-7XOiNtQNbw_6Lo1d6Q__thumb/img/s8h4FZ-5mlYPtZL7Mb8uJMfEOpg=/fit-in/200x150/filters:strip_icc()/pic64278.jpg
1130,Halali,boardgame,1997,2,5,45,45,14,https://cf.geekdo-images.com/Q6WH5raCXyCzl0nJD9pJ6Q__thumb/img/5r5xaKCZb3bJjKwDUwL9sXxpU2o=/fit-in/200x150/filters:strip_icc()/pic14238.jpg
1132,Top Secret,boardgame,1985,2,4,60,60,10,https://cf.geekdo-images.com/j-Ih5DnuN7t-53SnNippKQ__thumb/img/T8MTp8EtEJsQZOcj8G1u05iO3mA=/fit-in/200x150/filters:strip_icc()/pic579505.jpg
1133,Organized Crime,boardgame,1974,2,4,180,180,14,https://cf.geekdo-images.com/5YEFR4UewyJyd_hok_P1WA__thumb/img/JHQkqrFPaM7laTZV47GKmEUmR4o=/fit-in/200x150/filters:strip_icc()/pic1438983.jpg
1134,Road Warrior,boardgame,1996,2,8,0,0,8,https://cf.geekdo-images.com/T9wRM6CzoqATQRqDGSpWVg__thumb/img/3dt-E1vu27YxxsCHx47-T5YADA4=/fit-in/200x150/filters:strip_icc()/pic30030.jpg
1135,Quest For Power,boardgame,1997,1,8,90,90,12,https://cf.geekdo-images.com/_BZvjgo0UfVV3OEsBzcA8Q__thumb/img/U3Jte0kHnAexWt-ahbmPoCJehtk=/fit-in/200x150/filters:strip_icc()/pic2344.jpg
1136,Domain: The Warlock's Challenge,boardgame,1991,1,4,120,120,12,https://cf.geekdo-images.com/v0dLsiGY5Xph-rNPgOJqMA__thumb/img/z3ezSl5pnJ9RYJ25_54Jvj_vMKM=/fit-in/200x150/filters:strip_icc()/pic240638.jpg
1138,Army of Darkness,boardgame,1993,1,8,120,120,12,https://cf.geekdo-images.com/oTtJh-bpNnmb_IUIJTbKqQ__thumb/img/GdKRU9fbE1G6MNvgd0fjlvusDEM=/fit-in/200x150/filters:strip_icc()/pic149938.jpg
1139,Fantastische Ballonreise,boardgame,1977,2,5,45,45,7,https://cf.geekdo-images.com/uSsMJl4UvFADlVj-0IXWCw__thumb/img/Vi6kz133iIxAAZ-JeZwMBmvO7oM=/fit-in/200x150/filters:strip_icc()/pic5897187.jpg
1140,Ballonrennen,boardgame,1977,2,5,60,60,12,https://cf.geekdo-images.com/4hgVC1_DZ0f5J9OTAdKe1g__thumb/img/Yu_t51K_Tt0FhUDcxGCFMqkXZMo=/fit-in/200x150/filters:strip_icc()/pic1821848.jpg
1141,Pass the Gas,boardgame,1999,2,6,45,45,8,https://cf.geekdo-images.com/H1KFBtv5923BwzVEIwCuCw__thumb/img/tlzuvRdoQ_ux3PqX-qVilIANW_I=/fit-in/200x150/filters:strip_icc()/pic48708.jpg
1142,Sabotage,boardgame,1985,2,2,30,30,8,https://cf.geekdo-images.com/t0qDsOOT4Yb8XPBLI3c4TA__thumb/img/l-xrZRw-_tORXb9LfkeWLY4a_Z4=/fit-in/200x150/filters:strip_icc()/pic301507.jpg
1143,Warrior Knights,boardgame,1985,2,6,180,180,10,https://cf.geekdo-images.com/AaLiw1eXcS-dehtj3rTH0w__thumb/img/_At2JV6QsoqbK7wllR7xZbzMYQk=/fit-in/200x150/filters:strip_icc()/pic115311.jpg
1144,The Warlock of Firetop Mountain,boardgame,1986,2,6,120,120,10,https://cf.geekdo-images.com/cUCJxKlfCD3tpQep1WXUWw__thumb/img/BmUO8vMXZtTK5oEyBzu-1wUGOso=/fit-in/200x150/filters:strip_icc()/pic267088.jpg
1145,City of Chaos,boardgame,1996,1,6,300,300,12,https://cf.geekdo-images.com/CwDUhUhxJ-oEUQvStACiXQ__thumb/img/0fDWcBPsPLDqgfNMQn2VmVHQO34=/fit-in/200x150/filters:strip_icc()/pic4310961.jpg
1146,Shadowlord!,boardgame,1983,2,4,150,150,10,https://cf.geekdo-images.com/WSaPzLjtj6QG-dciuFYAxA__thumb/img/RrtLA01hO3mp0pnYPLAZo6SG89Y=/fit-in/200x150/filters:strip_icc()/pic314146.jpg
1147,Outrage! Steal the Crown Jewels,boardgame,1992,2,6,45,45,8,https://cf.geekdo-images.com/jK6p8viUh6KIbH93PSwsDw__thumb/img/rFinuLDpDwcCXsz6KKnYTSVzMHg=/fit-in/200x150/filters:strip_icc()/pic11208.jpg
1148,Eagle Kingdoms,boardgame,1994,2,6,45,45,8,https://cf.geekdo-images.com/hG3WfhJa-WBl5UZ-vpxFSA__thumb/img/tjSA6NYYarn7yERDhdkDljEr9bE=/fit-in/200x150/filters:strip_icc()/pic142139.jpg
1149,Dragon Strike,boardgame,1993,2,6,60,60,10,https://cf.geekdo-images.com/_IxPi2nbaSmjTA2tDSdG6Q__thumb/img/cU_oBCBQZXyeV5w5K-5VnKr4I0E=/fit-in/200x150/filters:strip_icc()/pic897658.jpg
1150,Lionheart,boardgame,1997,2,2,60,60,10,https://cf.geekdo-images.com/Xay6ySZ1chs1EbnkRHDAsA__thumb/img/MHQ62mbwr4j2M7KNpGnWVo2jOtU=/fit-in/200x150/filters:strip_icc()/pic5019566.png
1151,"Money, Power, Respect",boardgame,2000,2,6,90,90,8,https://cf.geekdo-images.com/m2CbASdSIjvGppexvByoNg__thumb/img/SshOwWz0PA3xGNzGRujqDaVYJ0M=/fit-in/200x150/filters:strip_icc()/pic183654.jpg
1152,The Mystic Wood,boardgame,1980,2,4,60,60,12,https://cf.geekdo-images.com/oWWevQiiio_JJ6hdnsLPzw__thumb/img/jfhkQZmHhnu-AW0TlSKznj-SEX4=/fit-in/200x150/filters:strip_icc()/pic243211.jpg
1154,Nuts! To You,boardgame,1987,2,2,20,20,6,https://cf.geekdo-images.com/RhZCo4Ap-In2EyY3oU_42A__thumb/img/jEXm5NNJZutjMo-7RPzVo_qMX8M=/fit-in/200x150/filters:strip_icc()/pic6844660.jpg
1155,Capitol,boardgame,2001,2,4,60,60,10,https://cf.geekdo-images.com/gZSY6p9e1KGalcy8q2Vkyg__thumb/img/_THnLmqJ_qLbG_f0Seg6SK0NQVk=/fit-in/200x150/filters:strip_icc()/pic321621.jpg
1156,Bram Stoker's Dracula: The Board Game,boardgame,1992,1,6,180,180,12,https://cf.geekdo-images.com/OllX3FDR0yUv5UFvaa_bHw__thumb/img/xgc_hfx7H-znJ9x51EYsiDYtHJ8=/fit-in/200x150/filters:strip_icc()/pic9288.jpg
1157,Save Doctor Lucky,boardgame,2000,3,7,30,30,10,https://cf.geekdo-images.com/ZTh1UGrvW_n0EXiEnsSSog__thumb/img/pkVzCiBVr6AzDK8Qk_RWK_VBZHE=/fit-in/200x150/filters:strip_icc()/pic1163121.jpg
1158,Rus': Rise of Russia 20 BC - AD1584,boardgame,2000,3,4,180,180,12,https://cf.geekdo-images.com/K41SntqSAm84UVSxje570A__thumb/img/_FrxhC7ANbs4SwTz_2mZHTxGcNY=/fit-in/200x150/filters:strip_icc()/pic416081.jpg
1159,Evo,boardgame,2001,3,5,60,120,12,https://cf.geekdo-images.com/OlpxzxL2SVr4gQvCSaL4JQ__thumb/img/ircB1NYz1FoikJQ5GRzmmNMCX8g=/fit-in/200x150/filters:strip_icc()/pic1100790.jpg
1160,Boom Town,boardgame,1990,4,6,30,30,10,https://cf.geekdo-images.com/mEqPaVck6E24GwvGAgyyBw__thumb/img/ZKLYMSzZCBCs-KYnYPBCqFGGgGE=/fit-in/200x150/filters:strip_icc()/pic512810.jpg
1161,Perquackey,boardgame,1956,2,6,20,20,7,https://cf.geekdo-images.com/M9EE5an8FiTLjItb4UdhPw__thumb/img/3q3Cw2dGa-B6pcokQeyBuVyb1YE=/fit-in/200x150/filters:strip_icc()/pic2604364.jpg
1162,Burp,boardgame,1995,2,4,60,60,10,https://cf.geekdo-images.com/o0cqeSw-gKLOzXI5wnVY4Q__thumb/img/DDAQngxtEsC8K1TqbUO4BX40IAE=/fit-in/200x150/filters:strip_icc()/pic1726361.jpg
1163,"Ciao, Ciao...",boardgame,1997,2,4,30,30,10,https://cf.geekdo-images.com/Jvj9u2383gDQNj_KKx8TiA__thumb/img/czxTcPE5qQa164I7O8vuYvrxe4A=/fit-in/200x150/filters:strip_icc()/pic5763720.jpg
1165,Delfino,boardgame,1989,2,4,45,45,10,https://cf.geekdo-images.com/CznwqT0hZLfq0CZjrdX4hA__thumb/img/5s7BfYoYXzT8-SYO7omHu62ZwhU=/fit-in/200x150/filters:strip_icc()/pic5095796.jpg
1166,Dow Jones,boardgame,1993,3,7,0,0,12,https://cf.geekdo-images.com/KuyMk0d_2R-sjE-vxD34Wg__thumb/img/JOJ6E5HdMK5aPLYvuZKydZm4_kw=/fit-in/200x150/filters:strip_icc()/pic1289262.jpg
1167,Flower Power,boardgame,1998,2,6,10,10,10,https://cf.geekdo-images.com/2XF--vQqXitQLOQ7bdBN7g__thumb/img/LR_lQJ2VoQ-x3ZtBEc-RadtSzP8=/fit-in/200x150/filters:strip_icc()/pic43702.jpg
1169,Geisterstunde,boardgame,1997,2,6,30,30,6,https://cf.geekdo-images.com/jI-BadBR7MvCyHw26GJPpQ__thumb/img/8wXr7bICLlEpWtDobTEiC1DqwH0=/fit-in/200x150/filters:strip_icc()/pic297014.jpg
1170,Trick 'r Treat,boardgame,1998,3,6,20,20,8,https://cf.geekdo-images.com/G7Diwstia3wi83PtXKsvHA__thumb/img/wAgeeAnvOy9jP-QLhMJD9nw4wrw=/fit-in/200x150/filters:strip_icc()/pic73096.jpg
1171,Ricochet,boardgame,1996,2,5,10,10,10,https://cf.geekdo-images.com/2_0uvPGciHvxOU5_ZFa4hQ__thumb/img/HmznDOfmsbThMBPnWRgVvRb-PSc=/fit-in/200x150/filters:strip_icc()/pic382138.jpg
1172,Lucky Five,boardgame,1998,2,6,30,30,10,https://cf.geekdo-images.com/qJsxWFimMQKYqdnOmfXt6w__thumb/img/n-T0r9AFaHOPX4zXILijM7U9e8o=/fit-in/200x150/filters:strip_icc()/pic510332.jpg
1173,Millionenspiel,boardgame,1982,3,5,45,45,10,https://cf.geekdo-images.com/lSegvZnC64WAVXBRMRj7fA__thumb/img/3q46TOydTct-IDmztWSR93DV76k=/fit-in/200x150/filters:strip_icc()/pic28426.jpg
1174,Minister,boardgame,1975,2,4,60,60,12,https://cf.geekdo-images.com/6VdVBRlohTiiWkpapK5RMg__thumb/img/WR5j4ccpvUhk44i0tzBNTSoNeOM=/fit-in/200x150/filters:strip_icc()/pic171368.jpg
1175,Movies and Money,boardgame,1979,2,4,45,45,8,https://cf.geekdo-images.com/vhPnqKVvThadcyIZjfFe3A__thumb/img/oWYXJvugdXFav3w1uPareCqK5Q0=/fit-in/200x150/filters:strip_icc()/pic332789.jpg
1177,Die Ritter von der Haselnuss,boardgame,1996,2,4,30,30,6,https://cf.geekdo-images.com/mKecFmMEEqdVxDN40BmJxw__thumb/img/3MSTlFBpF_agDSN8qlyWMBXyQcE=/fit-in/200x150/filters:strip_icc()/pic623383.jpg
1178,Sphinx,boardgame,1999,2,4,30,40,8,https://cf.geekdo-images.com/FHd4s_8vX1eXHGohXJFK3A__thumb/img/LFgArXFqpPyWbYkqM4Jbe2Ep440=/fit-in/200x150/filters:strip_icc()/pic31336.jpg
1179,Tendix,boardgame,1998,2,3,45,45,0,https://cf.geekdo-images.com/c57pvIw3JYU6K0Epz3AWeA__thumb/img/KXq1tCLvs9UI75k_UGGBMOLdxSw=/fit-in/200x150/filters:strip_icc()/pic28172.jpg
1180,Turmbau zu Babylon,boardgame,0,0,0,5,5,8,0
1181,Tschau Knacki,boardgame,1996,3,4,20,60,9,https://cf.geekdo-images.com/nRGN1NE8duNZIJP76RbuKA__thumb/img/3Mu_yw-GSDyztBdCv89mSSLWVvk=/fit-in/200x150/filters:strip_icc()/pic17550.jpg
1183,Walkabout,boardgame,1996,3,6,0,0,6,https://cf.geekdo-images.com/aPvCJmLuUgLJXPzjwh4q8g__thumb/img/tTVbQqG5pJBmbDNv_UQYqk8Bv0U=/fit-in/200x150/filters:strip_icc()/pic87366.jpg
1184,Zug nach Westen,boardgame,1987,2,4,45,45,8,https://cf.geekdo-images.com/Id0mXKT2HRYpWNswG9pDdA__thumb/img/CpM1Do3oiDyOiMpwMviAh0a3jqk=/fit-in/200x150/filters:strip_icc()/pic1290638.jpg
1185,Casablanca,boardgame,1977,2,4,30,30,0,https://cf.geekdo-images.com/mQqbxPRaP_SADR7_JCFECA__thumb/img/S9RViDHujCzFWNNpafuwuzc46es=/fit-in/200x150/filters:strip_icc()/pic2539707.jpg
1186,C'est la Vie,boardgame,1991,2,5,10,10,12,https://cf.geekdo-images.com/l4jQK4v89HIw67-qCLzeYA__thumb/img/_vWRVzCAeHd4JjqBTJk4zB_45gM=/fit-in/200x150/filters:strip_icc()/pic1289072.jpg
1187,The Fellowship of the Ring,boardgame,1983,2,2,240,240,13,https://cf.geekdo-images.com/_JJuY6BPT6iTrvmPLVr66w__thumb/img/yjFcweeyVkvS8TgoO4speI97It8=/fit-in/200x150/filters:strip_icc()/pic1151992.jpg
1188,Chaos Marauders,boardgame,1987,2,4,45,45,10,https://cf.geekdo-images.com/TfCZHcPg4bv3vL-u9qpEdQ__thumb/img/E4oKDWxaQpC6e0Loeb_tB0O12BU=/fit-in/200x150/filters:strip_icc()/pic19506.jpg
1189,The King's War: The First English Civil War 1642-1646,boardgame,1989,2,2,240,240,12,https://cf.geekdo-images.com/-KOvcvqI6-mPL-O-BdO1Og__thumb/img/F52AXjRGPO_bLr3iTCp9276HrTQ=/fit-in/200x150/filters:strip_icc()/pic1937933.jpg
1190,Continuo,boardgame,1982,1,5,20,20,4,https://cf.geekdo-images.com/NZ3A5ecQ6BhX2sryz6Tw8Q__thumb/img/gmhx4CNXzZkieKsbxufHl0YwWIQ=/fit-in/200x150/filters:strip_icc()/pic2249680.png
1191,Card Caper,boardgame,1997,2,4,30,30,8,https://cf.geekdo-images.com/7pXdu17BrKKNnajJiFu9Ng__thumb/img/Hx1Metwwa6vL_O_9yZDjem0TA-Q=/fit-in/200x150/filters:strip_icc()/pic18936.jpg
1192,Nanuuk!,boardgame,1998,2,4,20,20,8,https://cf.geekdo-images.com/E-EL3TbrNlqvsnlHyenPTg__thumb/img/RkKUa0elb7ACocvbpAUtoltbzRI=/fit-in/200x150/filters:strip_icc()/pic314042.jpg
1193,The Bottom Line,boardgame,1985,3,6,90,90,10,https://cf.geekdo-images.com/5LkIvrO8oNNF8cogQsFekA__thumb/img/-25ATmVY3sJYiVjNTr0PQYv-W4o=/fit-in/200x150/filters:strip_icc()/pic264568.jpg
1194,Speed Circuit,boardgame,1971,2,6,120,120,12,https://cf.geekdo-images.com/obQgrXY_YKNmU8oNSjQ9cg__thumb/img/eO8BA53u9lNntpgatVp4WLXKayc=/fit-in/200x150/filters:strip_icc()/pic251459.jpg
1195,Cloudbusters,boardgame,1998,3,4,60,60,12,https://cf.geekdo-images.com/FJW-n_zv1TDxSUPdxJ1Qmw__thumb/img/pggcjbI53m9gGc-vNWkj8paASnY=/fit-in/200x150/filters:strip_icc()/pic1723581.jpg
1197,Blink,boardgame,1995,2,3,10,10,7,https://cf.geekdo-images.com/kwn1vX8w_qn7cLaNrkUinA__thumb/img/ZbeoW0JmCBVVQZY7RuMo8YPOTGU=/fit-in/200x150/filters:strip_icc()/pic70439.jpg
1198,SET,boardgame,1988,1,20,30,30,6,https://cf.geekdo-images.com/uEtWO_Ag8OxbG6NkSZbH6A__thumb/img/wElABDsqOCR3YjI1nInQqeNa-Lk=/fit-in/200x150/filters:strip_icc()/pic7627182.png
1199,Hocus Focus,boardgame,1998,2,8,10,10,6,https://cf.geekdo-images.com/VKi1K93v0v4OV3vWKUxsXA__thumb/img/oTNNl03AcK8447cb7-sJBbJztEQ=/fit-in/200x150/filters:strip_icc()/pic458835.jpg
1200,Sagarian,boardgame,2000,3,6,60,60,12,https://cf.geekdo-images.com/LlCVfi2OFGEFIQRJK5ZEqw__thumb/img/UST7Ie4nvxMtjEuP1OmNRyPVr1E=/fit-in/200x150/filters:strip_icc()/pic419519.jpg
1201,"Game, Set, Match!",boardgame,1999,2,8,10,10,5,https://cf.geekdo-images.com/pW1Q5y5kBp8q3U4QYEWdiQ__thumb/img/VHMYh-QyAu4st7SbqQ0KWxDygJU=/fit-in/200x150/filters:strip_icc()/pic51758.jpg
1202,The Sorcerer's Cave,boardgame,1978,1,4,60,60,10,https://cf.geekdo-images.com/NfthhAez-tAXwxzw9RLDWg__thumb/img/lf6tuu7Qz1u2go9M7g-M9vW6nJ4=/fit-in/200x150/filters:strip_icc()/pic339500.jpg
1203,Witch Trial,boardgame,2001,3,7,45,45,10,https://cf.geekdo-images.com/FHFH000qKKcZCysnlyB_4A__thumb/img/yPL2-d4_44sV8Bcrw1J5x4UNYIE=/fit-in/200x150/filters:strip_icc()/pic576325.jpg
1204,RallySport Board Game,boardgame,2001,2,6,240,240,10,https://cf.geekdo-images.com/VegG-veV-ZnXkcMM6su-4A__thumb/img/9KzfyNG-gRLITNKU5FjodazXa7k=/fit-in/200x150/filters:strip_icc()/pic1219779.jpg
1205,Luxor,boardgame,2001,2,4,30,45,9,https://cf.geekdo-images.com/PbDFaQebBo7Ygb2yVZtetw__thumb/img/77rbu47ebW9WRFy-pCZ5nUdUW2I=/fit-in/200x150/filters:strip_icc()/pic172278.jpg
