name,game_id,type,avg_rating,avg_bayes_rating,users_rated,weight,year_published,min_players,max_players,min_play_time,max_play_time,min_age,owned_by,updated_at
Zock!,3580,boardgame,6.33333,0,3,0,1999,2,4,20,20,6,16,2024-01-23 18:09:39
"Lion of the North: The Dawn of Modern Warfare, 1631-1632",3581,boardgame,6.4118,5.56177,161,3.7,1993,2,4,180,180,12,642,2024-01-23 18:09:39
Rennfieber,3582,boardgame,5.33333,0,21,3,1982,2,6,90,90,12,74,2024-01-23 18:09:39
Zon Ahl,3583,boardgame,4.06,0,10,0,1898,2,4,30,30,10,25,2024-01-23 18:09:39
World War 3: 1976-1984,3584,boardgame,5.15135,5.45929,185,3.25,1975,2,2,360,360,12,606,2024-01-23 18:09:39
Sorcerer: The Game of Magical Conflict,3585,boardgame,5.60039,5.50051,230,2.6786,1975,1,6,60,60,10,715,2024-01-23 18:09:39
Sherlock,3586,boardgame,6.263,5.67265,622,1.0923,1999,2,5,20,20,5,1225,2024-01-23 18:09:39
Schicksack,3587,boardgame,5.25,0,12,1.5,1983,3,6,45,120,0,37,2024-01-23 18:09:39
Mind Mover 3,3588,boardgame,4.125,0,12,1,1974,2,2,45,45,12,56,2024-01-23 18:09:39
Beast Wars Transformers Mutating Card Game,3589,boardgame,4.85429,5.48768,35,1,1997,2,2,10,10,8,78,2024-01-23 18:09:39
Campaign Trail: The Game of Presidential Elections,3590,boardgame,6.60027,5.55186,113,1.75,1983,2,6,60,60,12,170,2024-01-23 18:09:39
Cribb Derby,3591,boardgame,6.05,0,5,0,1991,2,10,30,30,0,26,2024-01-23 18:09:39
Konradin oder Interregnum,3592,boardgame,6.75036,0,28,2.8,1993,2,5,180,180,16,118,2024-01-23 18:09:39
Star Wars: Star Warriors,3593,boardgame,6.8973,5.76784,536,3.1719,1987,2,6,120,120,12,1346,2024-01-23 18:09:39
Star Wars: Battle for Endor,3594,boardgame,6.21042,5.5487,168,2.15,1989,1,1,60,60,12,432,2024-01-23 18:09:39
Squint,3595,boardgame,5.98898,5.61932,751,1.3582,2002,3,8,30,30,12,1219,2024-01-23 18:09:39
Take 4,3596,boardgame,7,0,5,1,2002,2,8,20,20,0,10,2024-01-23 18:09:39
Strat-O-Matic Hockey,3597,boardgame,7.29258,5.71982,343,2.3043,1978,2,2,90,90,11,605,2024-01-23 18:09:39
Tracks to Telluride,3598,boardgame,5.6531,5.50022,42,3.25,1994,2,6,120,120,13,194,2024-01-23 18:09:39
Link,3599,boardgame,4.5,0,5,0,0,2,4,30,30,10,23,2024-01-23 18:09:39
Fifth Frontier War,3600,boardgame,6.72197,5.59579,198,3.0938,1981,2,4,240,360,12,529,2024-01-23 18:09:39
MegaNation,3601,boardgame,5.43333,0,9,2,1990,2,8,180,180,0,24,2024-01-23 18:09:39
Kriegspiel,3602,boardgame,4.83275,5.39047,306,1.9783,1970,2,2,60,120,12,833,2024-01-23 18:09:39
The Normandy Campaign,3603,boardgame,6.43868,5.53904,91,2.8947,1983,2,2,240,240,12,344,2024-01-23 18:09:39
Mamba,3604,boardgame,6.274,5.52284,75,2.4,2001,2,4,30,30,9,153,2024-01-23 18:09:39
The Third World War: Battle for Germany,3605,boardgame,7.77924,5.8943,474,3.463,1984,2,2,360,360,12,1033,2024-01-23 18:09:39
The Game of Shakespeare,3606,boardgame,4.77857,5.46081,105,1.7143,1966,1,4,60,60,10,474,2024-01-23 18:09:39
Air Force,3608,boardgame,6.49572,5.74285,760,3.2453,1976,1,2,60,60,12,1895,2024-01-23 18:09:39
Word Power,3610,boardgame,4.535,5.47556,50,1.2222,1963,2,8,60,60,10,283,2024-01-23 18:09:39
Backgammon 4,3611,boardgame,5.70721,0,14,1.3333,1980,2,4,30,30,0,46,2024-01-23 18:09:39
Pro Football Fantasm,3612,boardgame,6.91,5.52772,50,4.4286,1990,2,2,180,180,0,85,2024-01-23 18:09:39
Air Superiority,3613,boardgame,6.83266,5.68416,400,3.92,1987,1,6,60,240,12,1071,2024-01-23 18:09:39
"Agincourt: The Triumph of Archery over Armor, 1415",3615,boardgame,6.36186,5.53564,97,2.7778,1978,2,2,180,180,12,366,2024-01-23 18:09:39
BattleTech: Battleforce,3616,boardgame,6.12652,5.5302,148,3.1765,1987,2,20,120,120,10,393,2024-01-23 18:09:39
Operation Pegasus,3617,boardgame,6.4838,5.52731,71,3,1980,2,2,120,180,12,261,2024-01-23 18:09:39
The World at War,3618,boardgame,6.40546,5.55726,174,3.2917,1990,2,5,180,180,12,386,2024-01-23 18:09:39
Chain Reaction,3619,boardgame,6.4625,0,24,2,1989,2,2,30,30,8,82,2024-01-23 18:09:39
TrainSport: Austria,3620,boardgame,6.19811,5.51672,53,2.6,1996,3,5,90,90,12,151,2024-01-23 18:09:39
eBay: The Card Game,3622,boardgame,5.15246,5.48653,61,1.8571,2001,3,6,45,45,10,137,2024-01-23 18:09:39
Survivor,3623,boardgame,3.976,5.36331,204,1.2,2000,4,8,60,60,18,509,2024-01-23 18:09:39
DeathMaze: Heroic Adventure in the Corridors of Doom,3625,boardgame,6.06525,5.54722,259,1.7407,1979,1,6,90,180,10,692,2024-01-23 18:09:39
Demons: The Game of Evil Spirts,3626,boardgame,5.56707,5.50021,133,2,1979,1,4,60,120,12,499,2024-01-23 18:09:39
Chaostle,3627,boardgame,6.43198,5.55384,258,2.25,2011,2,8,120,120,10,483,2024-01-23 18:09:39
Freche Frösche,3628,boardgame,5.59167,5.50143,36,1,2002,2,6,30,30,5,79,2024-01-23 18:09:39
Start Your Own Riot!,3629,boardgame,4.60037,5.48393,35,1.2857,2002,2,6,30,30,0,71,2024-01-23 18:09:39
Dragon War,3630,boardgame,5.08929,0,28,1.2857,1999,2,6,45,45,12,67,2024-01-23 18:09:39
Flinke Flitzer,3631,boardgame,5.30986,5.49222,71,1,2000,2,4,10,10,4,152,2024-01-23 18:09:39
Foodie Forest,3632,boardgame,6.35807,5.81334,1177,1.4182,2002,2,5,30,30,8,1698,2024-01-23 18:09:39
Sid Meier's Civilization: The Boardgame,3633,boardgame,5.60228,5.49774,2818,3.67,2002,2,6,120,360,12,4911,2024-01-23 18:09:39
Iberos,3634,boardgame,6.19022,5.5108,46,2.9,2002,2,2,360,360,12,211,2024-01-23 18:09:39
SongBurst 50's & 60's Edition,3636,boardgame,5.17188,5.47918,112,1.1429,1990,3,0,30,30,18,335,2024-01-23 18:09:39
Triplanetary,3637,boardgame,7.01474,5.61327,194,2.4583,1973,2,3,45,45,12,709,2024-01-23 18:09:39
Ultra Vilelence: Module 1,3638,boardgame,5.80769,0,13,1,2001,1,4,30,30,8,45,2024-01-23 18:09:39
Strange New Worlds,3639,boardgame,5.62981,5.50146,53,2.6667,1978,2,6,90,90,0,139,2024-01-23 18:09:39
Spy Ring,3640,boardgame,5.23,5.47327,175,1.4667,1965,2,4,30,45,7,418,2024-01-23 18:09:39
Grand Imperialism,3641,boardgame,6.98272,5.54592,81,2.2,1978,2,6,60,60,8,188,2024-01-23 18:09:39
Assault on Mt. Everest,3642,boardgame,7.20385,0,13,3.3333,1976,1,2,60,60,10,53,2024-01-23 18:09:39
Spellmaker,3643,boardgame,6.12131,5.51895,61,1.8182,1978,2,4,45,45,10,143,2024-01-23 18:09:39
Elemental,3644,boardgame,5.86,0,20,2,1999,2,4,45,45,10,65,2024-01-23 18:09:39
History of the Second World War: Part 1 – Hitler Turns Against Russia,3645,boardgame,4.25873,5.45909,63,2.375,1985,2,2,360,360,12,207,2024-01-23 18:09:39
Luftwaffe: The Game of Aerial Combat Over Germany 1943-45,3646,boardgame,5.71509,5.53312,952,2.6486,1970,2,2,120,120,12,3037,2024-01-23 18:09:39
Boomerang,3647,boardgame,5,0,22,1,1976,2,5,30,30,10,105,2024-01-23 18:09:39
Wheeler Dealer,3648,boardgame,5.5,0,4,0,1977,2,6,90,90,0,13,2024-01-23 18:09:39
Power Play,3649,boardgame,5.70588,5.50281,34,1.5,1981,2,4,60,60,8,96,2024-01-23 18:09:39
The Twilight War,3650,boardgame,5.17551,5.48785,49,2.5455,1984,2,4,90,90,12,233,2024-01-23 18:09:39
NFL Franchise,3652,boardgame,4.02862,0,29,1,1982,2,4,60,60,0,88,2024-01-23 18:09:39
Uncle Rez's Pets,3653,boardgame,5.5,0,1,0,2005,1,8,20,20,6,2,2024-01-23 18:09:39
Squares: The Civil War Battle Game,3654,boardgame,6.47059,0,17,2,1995,2,2,60,60,10,22,2024-01-23 18:09:39
The Settlers of Canaan,3655,boardgame,6.74028,5.88831,1343,2.3171,2002,2,4,60,60,7,2828,2024-01-23 18:09:39
Score Four,3656,boardgame,5.99333,5.60274,673,1.7843,1967,2,4,30,30,8,1730,2024-01-23 18:09:39
Redemption: City of Bondage,3657,boardgame,5.87992,5.51516,122,1.875,1996,1,4,45,45,8,265,2024-01-23 18:09:39
Cube Farm,3658,boardgame,5.83482,5.53101,247,1.5333,2002,2,5,30,30,10,624,2024-01-23 18:09:39
"Rock, Scissors, Paper",3660,boardgame,6.05,0,16,2.25,2001,2,2,30,30,10,35,2024-01-23 18:09:39
Imperium: Empires in Conflict – Worlds in the Balance,3661,boardgame,6.87548,5.77932,579,2.6438,1977,2,2,180,300,12,1485,2024-01-23 18:09:39
BattleFleet Mars: Space Combat in the 21st Century,3662,boardgame,6.52182,5.58076,187,3.2414,1977,2,2,120,120,12,587,2024-01-23 18:09:39
"Outreach: The Conquest of the Galaxy, 3000AD",3663,boardgame,6.59545,5.58886,198,3.3438,1976,1,4,960,960,12,631,2024-01-23 18:09:39
Grand Mastermind,3664,boardgame,5.73121,5.50906,141,2.8333,1974,2,2,10,10,8,318,2024-01-23 18:09:39
Sumo Arena,3665,boardgame,5.33103,0,29,2,2001,2,7,20,20,6,56,2024-01-23 18:09:39
Raider!: A Tactical Game of Commerce Raiding in WWII,3666,boardgame,6.98333,5.52555,48,3.3333,1981,2,6,90,90,12,167,2024-01-23 18:09:39
Star Fleet Battle Manual,3667,boardgame,7.15663,5.55856,83,2.375,1977,2,8,45,90,12,193,2024-01-23 18:09:39
Tribbles Customizable Card Game,3668,boardgame,5.55528,5.49236,180,1.4667,2000,2,4,30,30,7,445,2024-01-23 18:09:39
Moon Base Clavius,3669,boardgame,5.96044,5.50622,45,2.1667,1982,2,2,30,60,12,192,2024-01-23 18:09:39
Battlewagon,3670,boardgame,6.374,5.54369,125,2.4444,1981,2,6,30,60,10,352,2024-01-23 18:09:39
Dwarves,3671,boardgame,6.375,0,24,0,2000,2,6,45,45,12,43,2024-01-23 18:09:39
Hot Spot,3673,boardgame,5.3881,5.49532,84,1.625,1979,2,2,60,60,10,361,2024-01-23 18:09:39
Fast Attack Boats: A Game of the Arab-Israeli Naval War 1973,3674,boardgame,6.24821,5.51771,67,2.3846,1980,2,3,15,180,12,245,2024-01-23 18:09:39
Neck and Neck: A Game of Horse Racing,3675,boardgame,5.72308,0,13,0,1981,2,6,60,60,12,65,2024-01-23 18:09:39
Global Pursuit,3676,boardgame,5.23085,5.45191,276,1.7619,1987,2,6,60,60,10,969,2024-01-23 18:09:39
Ultimatum: A Game of Nuclear Confrontation,3677,boardgame,5.7464,5.51092,125,3.05,1979,2,2,240,240,12,384,2024-01-23 18:09:39
Commando Actions: A Game of Tactical Level Combat in World War II,3678,boardgame,5.10714,0,14,2,1981,2,4,60,240,12,105,2024-01-23 18:09:39
Ramparts,3679,boardgame,6.27536,5.60742,347,2.3429,1993,2,4,60,60,12,772,2024-01-23 18:09:39
Superiority: A Game of the Invasion of Europe in the Near Future,3680,boardgame,4.4625,0,24,1,1981,2,2,45,90,10,103,2024-01-23 18:09:39
Zulu Attack,3681,boardgame,6.18,5.50405,30,2.1667,1982,2,2,90,90,12,101,2024-01-23 18:09:39
Go For The Green,3682,boardgame,5.69151,5.50033,53,1.6364,1973,1,4,60,60,10,112,2024-01-23 18:09:39
Dragons: The Classic Game,3684,boardgame,6.11538,0,13,1,0,2,2,20,20,8,47,2024-01-23 18:09:39
Hammer of the Scots,3685,boardgame,7.52992,6.83675,4116,2.9593,2002,2,2,120,180,12,5465,2024-01-23 18:09:39
Yu-Gi-Oh Millennium Game,3686,boardgame,4.68839,5.47615,56,1.4,2002,2,4,30,30,8,133,2024-01-23 18:09:39
Picture Pursuit,3687,boardgame,4.8587,5.48578,46,1.5,1994,4,99,45,45,13,138,2024-01-23 18:09:39
The Perry Mason Game,3688,boardgame,5.46,0,20,2,1987,2,6,60,60,10,136,2024-01-23 18:09:39
Think Alike,3689,boardgame,5.27273,5.49617,33,1,1992,4,99,45,45,18,122,2024-01-23 18:09:39
Quick Quiz?,3690,boardgame,5,0,3,0,1978,1,99,30,30,10,15,2024-01-23 18:09:39
Harvest of Death: The Second Day at Gettysburg,3691,boardgame,6.46667,5.53754,90,2.3333,1989,1,2,90,90,12,422,2024-01-23 18:09:39
Firepower,3692,boardgame,6.27743,5.64524,552,3.6795,1984,1,6,60,60,12,1627,2024-01-23 18:09:39
Empires at War,3693,boardgame,5.54885,5.50302,61,2.7,1993,2,2,180,180,12,219,2024-01-23 18:09:39
Great Medieval Battles: Four Battles from the Middle Ages,3694,boardgame,6.94444,5.5655,108,2.3077,1979,2,2,240,240,12,338,2024-01-23 18:09:39
Championship Baseball,3695,boardgame,5.87852,0,27,1.5,1984,1,2,30,30,7,61,2024-01-23 18:09:39
Channel Surfing,3696,boardgame,4.21455,5.42831,132,1.3636,1994,2,99,30,30,12,365,2024-01-23 18:09:39
The Couch Potato Game,3697,boardgame,4.57895,0,19,0,1987,2,20,20,20,8,71,2024-01-23 18:09:39
Clontarf,3698,boardgame,5.46795,5.496,78,2,1993,2,2,180,180,12,330,2024-01-23 18:09:39
Killer Bunnies and the Quest for the Magic Carrot,3699,boardgame,5.50959,5.38547,5881,1.8837,2002,2,8,45,45,12,10687,2024-01-23 18:09:39
Monster Island,3700,boardgame,7.20833,5.53259,48,1.7143,2002,2,2,45,45,8,134,2024-01-23 18:09:39
Smear,3701,boardgame,5.29136,5.49441,53,1.1538,1999,2,6,30,30,6,80,2024-01-23 18:09:39
Topple,3702,boardgame,5.14708,5.41972,506,1.1463,1983,2,4,20,20,6,1104,2024-01-23 18:09:39
Authentic Demolition Derby,3703,boardgame,5.38462,0,13,1.5,1999,2,4,20,20,0,8,2024-01-23 18:09:39
Robo Battle Pigs,3704,boardgame,6.28333,0,24,2.1667,2000,2,8,20,20,10,24,2024-01-23 18:09:39
Contraband,3705,boardgame,5.91301,5.53476,269,1.3529,1950,3,6,20,20,7,608,2024-01-23 18:09:39
Batik,3706,boardgame,5.92997,5.59057,607,1.1132,1997,2,2,10,10,6,905,2024-01-23 18:09:39
Red Storm Rising,3707,boardgame,6.32429,5.60183,358,2.6078,1989,2,4,60,60,12,952,2024-01-23 18:09:39
Nuke: The Last Game on Earth,3708,boardgame,5.56733,0,18,0,1984,2,4,120,120,12,48,2024-01-23 18:09:39
Smog,3709,boardgame,5.28125,0,16,1,1970,2,4,45,45,0,54,2024-01-23 18:09:39
MBT,3710,boardgame,6.6589,5.65494,374,3.7907,1989,2,6,60,240,10,1079,2024-01-23 18:09:39
Flight Leader,3711,boardgame,6.25648,5.659,667,3.5488,1986,2,8,30,180,12,1915,2024-01-23 18:09:39
Tac Air,3712,boardgame,6.27521,5.59771,349,3.25,1987,2,4,120,120,12,1152,2024-01-23 18:09:39
Shenanigans Game,3713,boardgame,5.59231,0,26,1,1964,2,4,20,20,5,76,2024-01-23 18:09:39
Belly Bumper,3714,boardgame,7.5,0,2,0,1984,2,2,10,10,8,2,2024-01-23 18:09:39
Gregory Horror Show,3715,boardgame,4.8706,5.45854,124,1.2857,2002,2,4,90,90,10,297,2024-01-23 18:09:39
Tractics,3716,boardgame,6.54565,5.51559,46,4.0909,1971,2,2,90,90,12,143,2024-01-23 18:09:39
Rasslefest,3717,boardgame,5.66667,0,3,1,2001,2,2,10,10,10,3,2024-01-23 18:09:39
Hex Nut,3718,boardgame,6.2381,0,21,2,2001,2,2,10,10,12,35,2024-01-23 18:09:39
British Square,3719,boardgame,4.56977,5.47964,43,1.2,1978,2,2,20,20,8,101,2024-01-23 18:09:39
Subbuteo,3720,boardgame,6.98804,6.15652,1819,1.797,1947,2,2,20,20,6,2314,2024-01-23 18:09:39
Odd Bodz,3721,boardgame,4.13333,0,3,1,2001,3,5,20,20,6,6,2024-01-23 18:09:39
Got Milk?,3722,boardgame,4.2,0,10,1,2001,2,5,20,20,6,24,2024-01-23 18:09:39
Peanut Butter & Jelly Card Game,3723,boardgame,4.97067,5.47525,75,1,1971,2,4,20,20,4,167,2024-01-23 18:09:39
1809: Napoleon's Danube Campaign,3724,boardgame,6.49333,5.57646,192,3.5,1984,2,2,240,240,12,670,2024-01-23 18:09:39
Qwitch,3725,boardgame,5.65047,5.51628,277,1.0909,2002,2,8,10,10,7,948,2024-01-23 18:09:39
Carla Cat,3727,boardgame,5.66061,5.53019,658,1.0204,1955,2,8,15,20,5,1155,2024-01-23 18:09:39
Ker Plunk,3728,boardgame,4.75762,5.14715,1647,1.0377,1967,2,4,20,20,5,2846,2024-01-23 18:09:39
Statis Pro Baseball,3730,boardgame,7.20415,5.79185,516,2.1731,1971,1,2,20,20,10,922,2024-01-23 18:09:39
Stock Market Guru,3731,boardgame,5.89632,5.51471,95,2.5625,1997,1,10,240,240,10,203,2024-01-23 18:09:39
Biker Mice from Mars: Take Back the City,3734,boardgame,3.46154,0,13,1,1994,2,4,30,30,6,32,2024-01-23 18:09:39
Gooey Louie,3736,boardgame,4.02009,5.42742,102,1,1995,2,8,10,10,7,175,2024-01-23 18:09:39
Operation,3737,boardgame,4.14498,4.53742,4404,1.1126,1965,1,6,10,10,6,7878,2024-01-23 18:09:39
Access Denied,3738,boardgame,5.49167,0,24,1.5,2002,3,6,90,90,13,68,2024-01-23 18:09:39
Bot,3739,boardgame,6.05882,0,17,1.75,2001,2,2,60,60,10,24,2024-01-23 18:09:39
Dr. Seuss Trivia Game,3740,boardgame,5.11786,0,28,1,2000,2,6,45,45,6,136,2024-01-23 18:09:39
"According to ""Professor"" Hoyle... Pocket Trivia",3741,boardgame,4.23846,0,13,3,1984,2,2,10,10,12,48,2024-01-23 18:09:39
The Game of Law School,3742,boardgame,4.45556,0,9,0,1991,2,4,90,90,0,32,2024-01-23 18:09:39
The Pollination Game,3743,boardgame,6.83333,0,3,1,1977,2,6,45,45,7,31,2024-01-23 18:09:39
Going Nutz,3744,boardgame,4.84375,0,16,0,1993,2,8,45,45,10,55,2024-01-23 18:09:39
Bioviva,3745,boardgame,5.32009,5.49025,57,1.625,1996,2,6,60,60,10,181,2024-01-23 18:09:39
Star Trek Trivia Game,3746,boardgame,5.78077,5.50613,52,2,2000,2,4,60,60,12,156,2024-01-23 18:09:39
Cooks Tours: European Travel Game,3747,boardgame,5.86364,0,11,0,1972,2,4,60,60,10,28,2024-01-23 18:09:39
Captivation,3748,boardgame,6.75,0,12,3,1992,2,4,30,30,13,16,2024-01-23 18:09:39
Sumo!,3749,boardgame,5.81812,5.55202,400,1.2667,2000,2,2,20,20,12,600,2024-01-23 18:09:39
Story,3750,boardgame,4.45,0,6,0,1995,3,8,45,45,7,62,2024-01-23 18:09:39
Palazzo Paletti,3751,boardgame,6.74133,5.54835,75,1.1667,2002,2,4,60,60,8,53,2024-01-23 18:09:39
Nascar Speedway Challenge,3752,boardgame,2.9,0,11,1,1997,2,4,10,10,0,26,2024-01-23 18:09:39
Estanciero,3753,boardgame,5.26707,5.48067,82,2,1937,3,6,60,60,8,104,2024-01-23 18:09:39
The West Point Story,3754,boardgame,6.58333,0,6,1,1961,2,4,60,60,0,8,2024-01-23 18:09:39
Twin Rotor Combine,3757,boardgame,6.42857,0,7,1,1979,2,6,60,60,0,15,2024-01-23 18:09:39
Triopoly,3758,boardgame,5.18241,5.44999,245,1.8696,1997,2,8,240,240,10,586,2024-01-23 18:09:39
Make Your Own Opoly,3759,boardgame,3.982,5.46276,50,1.3333,1998,2,6,60,60,12,247,2024-01-23 18:09:39
Trinity: Battleground,3760,boardgame,5.9,5.5094,45,2.5714,1997,2,2,60,60,11,151,2024-01-23 18:09:39
WarpQuest,3761,boardgame,6,0,8,2.6667,2002,2,2,20,20,10,19,2024-01-23 18:09:39
Mister Diamond,3762,boardgame,5.32664,5.49036,122,1,1993,2,8,20,20,8,210,2024-01-23 18:09:39
Babylon 5 Wars,3765,boardgame,6.57365,5.59134,200,3.6087,1997,2,2,60,60,10,550,2024-01-23 18:09:39
Second Front,3766,boardgame,7.32951,5.58565,122,4.6,1994,2,2,60,1440,12,421,2024-01-23 18:09:39
Cross Up,3769,boardgame,6.53571,0,14,1.3333,1974,2,4,45,45,9,87,2024-01-23 18:09:39
Caramba,3770,boardgame,4.95833,0,12,2,1973,2,2,20,20,0,39,2024-01-23 18:09:39
Palabra,3771,boardgame,6.29103,5.56056,184,2,1990,2,6,30,30,12,403,2024-01-23 18:09:39
Mystick Companion,3772,boardgame,6.6093,5.52425,43,3,2000,2,5,30,30,12,105,2024-01-23 18:09:39
Challenge of the Lion Lord,3773,boardgame,4,0,5,0,1995,2,4,90,90,12,28,2024-01-23 18:09:39
Insectica,3774,boardgame,6,0,1,0,2001,2,4,30,30,12,5,2024-01-23 18:09:39
Let's Go Racing,3775,boardgame,0,0,0,0,2002,2,8,10,10,0,0,2024-01-23 18:09:39
Cannae,3778,boardgame,7.07143,0,14,2.5,1986,2,4,240,240,14,28,2024-01-23 18:09:39
Fridericus Rex,3779,boardgame,7.3,0,5,0,1988,2,2,180,180,14,19,2024-01-23 18:09:39
Kolonial Afrika,3780,boardgame,6.41667,0,6,0,1994,2,5,180,180,12,20,2024-01-23 18:09:39
Parthenon,3781,boardgame,7.125,0,8,4,1999,2,6,0,0,12,25,2024-01-23 18:09:39
Ponton,3782,boardgame,7,0,2,0,1992,2,4,60,60,12,6,2024-01-23 18:09:39
Royal Ascot,3783,boardgame,6.5,0,6,0,1991,2,12,120,120,10,15,2024-01-23 18:09:39
Die Schätze des Ali Baba,3784,boardgame,4.16667,0,3,0,1999,2,5,60,60,8,5,2024-01-23 18:09:39
Trapper-Company,3786,boardgame,6.5,0,3,0,2001,2,6,0,0,10,12,2024-01-23 18:09:39
Via Mala,3787,boardgame,4.25,0,2,0,1999,2,6,0,0,10,5,2024-01-23 18:09:39
The American Goldrush 1849,3788,boardgame,5.65161,5.50164,31,1,1985,2,10,20,120,12,80,2024-01-23 18:09:39
Actium,3789,boardgame,6.5,0,4,0,1995,2,4,180,180,14,7,2024-01-23 18:09:39
Aeronautika,3790,boardgame,6.55769,0,26,1,1996,2,6,10,10,12,26,2024-01-23 18:09:39
Greek Fire,3791,boardgame,6,0,1,3,2000,2,2,30,30,12,10,2024-01-23 18:09:39
Countermoves Generic Microgame Engine,3792,boardgame,5,0,2,0,2001,2,2,20,20,12,8,2024-01-23 18:09:39
Pig Pong,3793,boardgame,5.7324,5.50986,100,1,1986,2,4,10,10,6,150,2024-01-23 18:09:39
Legend of Zagor,3794,boardgame,6.15772,5.55054,232,1.7,1993,1,4,60,60,0,482,2024-01-23 18:09:39
No Mans Land,3795,boardgame,5.57143,0,7,0,2001,1,1,20,20,10,9,2024-01-23 18:09:39
Trial by Pylon,3796,boardgame,4.47833,0,6,0,1982,1,6,60,60,0,24,2024-01-23 18:09:39
Grade Up to Elite Cow,3797,boardgame,5.55556,0,9,2,1986,2,4,60,60,10,11,2024-01-23 18:09:39
Golfwinks,3798,boardgame,6.4,0,22,1.5,1973,1,4,60,60,6,51,2024-01-23 18:09:39
Bowling Bunnies,3799,boardgame,5.5,0,9,1,1988,1,10,45,45,0,11,2024-01-23 18:09:39
Himalaya,3800,boardgame,6.99215,6.275,2210,2.5714,2002,3,4,60,60,8,2248,2024-01-23 18:09:39
When Darkness Comes,3801,boardgame,5.56324,5.50195,558,2.449,2002,1,6,90,90,10,1306,2024-01-23 18:09:39
Arena,3802,boardgame,6.25,0,2,0,2002,2,2,30,30,12,9,2024-01-23 18:09:39
Counter Space: The CGME Space Opera Gameworld,3803,boardgame,1,0,1,0,2002,2,2,30,30,10,9,2024-01-23 18:09:39
Slamwich,3804,boardgame,5.12004,5.33072,1351,1.0921,1994,2,6,20,20,6,3889,2024-01-23 18:09:39
Domino Dice,3805,boardgame,5.82432,5.49937,44,1,2000,2,6,20,20,6,108,2024-01-23 18:09:39
UNO: Star Trek,3806,boardgame,5.92535,5.53436,219,1.0588,1999,2,10,30,30,7,572,2024-01-23 18:09:39
Smokejumpers,3807,boardgame,6.60258,5.55126,97,2.3333,1996,1,1,90,90,12,295,2024-01-23 18:09:39
Harvey Smith's Show Jumping,3809,boardgame,4,0,2,0,1974,1,4,45,45,8,6,2024-01-23 18:09:39
Gusher,3810,boardgame,6.05,0,14,1.5,1946,2,4,60,60,10,40,2024-01-23 18:09:39
Evil Genius,3811,boardgame,3.71429,0,7,1,2002,3,5,45,45,9,11,2024-01-23 18:09:39
"Breakout & Pursuit: The Battle for France, 1944",3812,boardgame,6.15915,5.52124,71,2.5294,1972,2,2,180,180,12,246,2024-01-23 18:09:39
Chutzpah,3813,boardgame,5.16667,0,24,1,1967,3,8,90,90,0,64,2024-01-23 18:09:39
Desert War: Tactical Warfare in North Africa,3814,boardgame,5.68889,5.50213,54,3.125,1973,2,4,120,180,12,233,2024-01-23 18:09:39
"World War II: European Theater of Operations, 1939-45",3815,boardgame,5.89258,5.51871,128,2.5,1973,2,6,240,240,12,378,2024-01-23 18:09:39
Tip the Ship,3816,boardgame,4.36667,0,15,1,1994,2,3,20,20,4,44,2024-01-23 18:09:39
Maharadscha,3817,boardgame,4.05556,0,18,1,1987,2,4,60,60,10,71,2024-01-23 18:09:39
Alias,3818,boardgame,5.91768,5.6209,1377,1.25,1990,4,12,60,60,7,1931,2024-01-23 18:09:39
Star Fleet Missions,3820,boardgame,4.64633,5.43345,150,1.2143,1992,2,6,60,60,10,284,2024-01-23 18:09:39
Chobolo,3821,boardgame,7.75,0,2,0,1998,2,4,120,120,10,16,2024-01-23 18:09:39
Heroes of Asfar,3822,boardgame,5.3125,0,16,1,1993,4,8,45,45,10,31,2024-01-23 18:09:39
Scandal,3823,boardgame,3.5,0,4,0,1998,2,4,30,30,18,8,2024-01-23 18:09:39
Breakthrough,3825,boardgame,6.47738,5.53428,84,2.5,2001,2,2,10,10,8,76,2024-01-23 18:09:39
Unlur,3826,boardgame,7.51548,5.54083,42,3,2002,2,2,20,20,0,65,2024-01-23 18:09:39
Creature Castle,3827,boardgame,6.48684,5.51099,38,2,1975,2,4,30,30,8,46,2024-01-23 18:09:39
Locomotive Werks,3828,boardgame,6.76253,5.76684,547,2.8913,2002,3,5,120,120,12,881,2024-01-23 18:09:39
Trainsport: Switzerland,3829,boardgame,6.30889,5.51461,36,3,1997,3,5,120,120,12,84,2024-01-23 18:09:39
Doctor Who: Battle for the Universe,3830,boardgame,4.71809,5.48337,47,1,1989,2,4,45,45,10,125,2024-01-23 18:09:39
Search for Poseidon's Gold,3832,boardgame,6.12727,0,11,0,2002,2,4,60,60,10,21,2024-01-23 18:09:39
Takeover: The Stock Market Game,3833,boardgame,6.17273,0,11,2,1980,2,8,120,120,0,49,2024-01-23 18:09:39
Turbo,3835,boardgame,4.83075,5.47427,67,1.1,1983,2,4,30,30,7,210,2024-01-23 18:09:39
Legend of the Burning Sands,3836,boardgame,6.98722,5.61414,180,2.6667,1998,2,6,60,60,10,310,2024-01-23 18:09:39
Rat-a-Tat Cat,3837,boardgame,6.23799,5.92494,3707,1.1199,1995,2,6,10,10,6,8149,2024-01-23 18:09:39
Firestorm,3838,boardgame,6.3882,5.52609,61,3.3846,2001,2,6,60,60,12,237,2024-01-23 18:09:39
